can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,,,477064,0,0,-1,1,-50.8,-12,"[{'offset': 0, 'projected_percent': '-55.4', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-64.1', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-72.9', 'likelihood': -3}]",,False,0,2,0.2,0.2,0,Rico,0.2,395,False,,,44,477064.jpg,1.0,False,Lewis,0.2,False,,a,15,43,1,8128,172,15759,693,0.0,0.2,Lewis,,241.0,2022-07-16,2004-11-21,False,p477064,56,0,0,0,1,0,0,0,0,0,0,0,-1,3.8,3.8,39.0,4.7,2,0,0,2,1,0.17,0.02,0.19,0.55,,,,,,,[],,371,138,316,113,125,33,297,110,0.27,0.0,0.03,0.3,0.88,1.61,568,149,386,139,314,119,331,123,1.61,0.0,3.21
True,True,,,616222,0,0,0,0,-73.8,0,"[{'offset': 0, 'projected_percent': '-73.8', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-73.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-73.8', 'likelihood': -3}]",,False,0,2,0.2,0.2,0,Vitor,0.2,396,False,,,45,616222.jpg,1.0,False,de Oliveira Nunes dos Reis,0.0,False,,a,15,43,1,525,45,1110,87,0.0,0.2,Vitor Reis,Vitor Reis,30.0,2025-01-21,2006-01-12,False,p616222,1,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0.9,0.0,0.2,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,393,144,359,132,492,194,398,143,0.0,0.0,0.0,0.0,0.0,0.0,533,134,391,142,323,125,525,185,0.0,0.0,0.0
True,True,,,437730,0,0,-1,1,-41.2,845,"[{'offset': 0, 'projected_percent': '-37.0', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-29.0', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-21.0', 'likelihood': -2}]",,False,1,3,6.6,6.6,17,Antoine,6.6,397,True,,,84,437730.jpg,6.6,False,Semenyo,15.1,False,,a,15,43,33,259177,68274,1172119,29419,0.8,3.9,Semenyo,,81.0,2026-01-09,2000-01-07,False,p437730,450,2,3,2,5,0,0,0,0,0,0,2,147,155.4,148.1,130.0,43.4,2,14,6,22,5,0.33,1.16,1.49,7.25,,,,,2.0,,[],,14,9,15,14,16,9,10,9,0.07,0.0,0.23,0.3,1.45,1.0,6,4,12,4,15,6,28,10,1.0,0.4,4.4
True,True,0.0,0.0,209244,0,0,-1,1,-33.6,-160,"[{'offset': 0, 'projected_percent': '-35.9', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-40.3', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-44.7', 'likelihood': -3}]",,False,0,3,0.0,0.0,0,Phil,1.8,398,False,Suspended until 17 Oct,2026-09-13T17:00:09.433455Z,69,209244.jpg,2.2,False,Foden,1.9,False,,s,15,43,9,303344,98,556461,18739,0.3,1.3,Foden,,241.0,2016-12-05,2000-05-28,False,p209244,217,0,2,0,2,0,0,0,1,1,0,1,52,57.6,122.3,45.0,22.3,2,8,4,14,3,1.61,0.88,2.49,1.91,2.0,,2.0,,,,[],,170,66,29,25,107,61,69,43,0.67,0.0,0.36,1.03,0.79,0.83,29,18,216,100,221,98,131,39,1.24,0.0,5.81
True,True,,,466052,0,0,3,-3,-66.1,481,"[{'offset': 0, 'projected_percent': '-62.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-56.1', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-49.5', 'likelihood': -3}]",,False,1,3,6.8,6.8,8,Rayan,6.8,399,True,,,78,466052.jpg,6.8,False,Cherki,28.1,False,,a,15,43,34,2606794,59633,925083,58138,0.9,4.4,Cherki,,73.0,2025-06-10,2003-08-17,False,p466052,302,3,2,1,4,0,0,0,1,0,0,5,150,165.8,199.0,108.0,47.3,3,9,0,12,4,0.72,1.54,2.26,5.00,1.0,,1.0,,,,[],,6,3,4,4,30,17,4,4,0.21,0.0,0.46,0.67,1.49,1.19,13,9,10,3,14,5,8,4,1.19,0.3,3.58
True,True,100.0,75.0,248875,0,0,-1,1,-0.1,0,"[{'offset': 0, 'projected_percent': '-0.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-0.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-0.1', 'likelihood': -1}]",2026-09-26T13:30:09.795433Z,False,0,3,0.2,0.2,1,Jérémy,0.2,400,False,,2026-08-18T17:00:08.385597Z,74,248875.jpg,1.0,False,Doku,0.7,False,,a,15,43,1,2852,1385,127119,1033,0.0,0.1,Doku,,21.0,2023-08-24,2002-05-27,False,p248875,15,0,0,0,0,0,0,0,0,0,0,0,7,3.6,13.8,5.0,2.2,1,1,0,2,0,0.23,0.32,0.55,0.42,,,,,3.0,,[],,373,175,252,132,299,156,345,163,1.38,0.0,1.92,3.3,2.52,0.0,19,12,419,199,400,193,218,68,0.0,0.0,12.0
True,False,0.0,0.0,220566,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Rodrigo 'Rodri',0.0,402,False,Has joined Barcelona permanently,2026-07-23T12:01:23.675537Z,65,220566.jpg,0.0,False,Hernandez Cascante,0.0,False,,u,15,43,0,0,0,1215,11,0.0,0.0,Rodrigo,Rodri,200.0,2019-07-04,1996-06-22,False,p220566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,662,296,663,296,661,296,663,296,0.0,0.0,0.0,0.0,0.0,0.0,36,24,662,296,662,296,607,256,0.0,0.0,0.0
True,False,0.0,0.0,433036,0,0,0,0,0.0,-1,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Tijjani,0.0,404,False,Has joined Al Qadsiah permanently,2026-08-20T14:02:58.154273Z,60,433036.jpg,0.0,False,Reijnders,0.0,False,,u,15,43,0,0,0,8138,53,0.0,0.0,Reijnders,,152.0,2025-06-10,1998-07-29,False,p433036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,657,292,660,293,654,291,660,293,0.0,0.0,0.0,0.0,0.0,0.0,70,48,659,293,659,293,524,209,0.0,0.0,0.0
True,True,,,91651,0,0,-1,1,-81.2,0,"[{'offset': 0, 'projected_percent': '-81.2', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-81.2', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-81.2', 'likelihood': -3}]",,False,0,3,0.4,0.4,0,Mateo,0.4,406,False,,,54,91651.jpg,1.0,False,Kovačić,0.1,False,,a,15,43,2,2192,50,6114,285,0.1,0.4,Kovačić,,97.0,2023-06-27,1994-05-06,False,p91651,42,0,0,0,0,0,0,0,0,0,0,0,12,4.2,5.2,0.0,0.9,0,2,0,2,0,0.00,0.02,0.02,0.10,,,,,,,[],,369,173,302,153,616,266,378,178,0.0,0.0,0.04,0.04,0.21,0.0,169,106,364,172,372,171,446,171,0.0,0.0,4.29
True,False,0.0,0.0,575204,0,0,-1,1,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Claudio,0.0,407,False,Has joined Benfica on loan for the rest of the season,2026-09-03T15:41:24.710479Z,49,575204.jpg,0.0,False,Echeverri,0.0,False,,u,15,43,0,250,0,1318,29,0.0,0.0,Echeverri,,10.0,2024-01-25,2006-01-02,False,p575204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,581,246,580,251,546,227,587,248,0.0,0.0,0.0,0.0,0.0,0.0,399,242,590,251,590,251,613,260,0.0,0.0,0.0
True,False,0.0,0.0,155405,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Kalvin,0.0,408,False,Has joined Sheffield United on loan for the rest of the season,2026-08-18T14:11:56.348781Z,50,155405.jpg,0.0,False,Phillips,0.0,False,,u,15,43,0,0,0,566,7,0.0,0.0,Phillips,,241.0,2022-07-04,1995-12-02,False,p155405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,586,249,586,254,559,236,592,251,0.0,0.0,0.0,0.0,0.0,0.0,248,154,595,254,595,254,637,275,0.0,0.0,0.0
True,False,0.0,0.0,590039,0,0,0,0,0.0,-3,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Divine,0.0,409,False,has joined West Ham on loan for the rest of the seaon.,2026-09-03T10:34:10.733520Z,45,590039.jpg,0.0,False,Mukasa,0.1,False,,u,15,43,0,1621,0,11915,348,0.0,0.0,Mukasa,,241.0,2025-08-07,2007-08-22,False,p590039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,527,209,523,215,481,187,532,210,0.0,0.0,0.0,0.0,0.0,0.0,520,272,540,217,540,217,433,164,0.0,0.0,0.0
True,False,0.0,0.0,649208,0,0,-1,1,0.0,-2,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Jeremy,0.0,410,False,Has joined Swansea City on loan for the rest of the season,2026-09-02T16:02:01.136760Z,49,649208.jpg,0.0,False,Monga,0.0,False,,u,15,43,0,219,0,1253,33,0.0,0.0,Monga,,241.0,2026-07-11,2009-07-10,False,p649208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,583,247,582,252,553,233,589,249,0.0,0.0,0.0,0.0,0.0,0.0,407,249,592,252,592,252,618,262,0.0,0.0,0.0
True,True,,,223094,0,0,1,-1,14.0,236,"[{'offset': 0, 'projected_percent': '15.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '19.0', 'likelihood': 1}, {'offset': 2, 'projected_percent': '22.2', 'likelihood': 2}]",,False,2,4,7.8,7.8,6,Erling,7.8,411,True,,,156,223094.jpg,7.8,False,Haaland,73.5,False,,a,15,43,39,889203,43926,312626,10968,0.5,2.5,Haaland,,161.0,2022-07-01,2000-07-21,False,p223094,450,5,0,2,5,0,0,0,0,0,0,9,167,184.2,22.5,258.0,46.5,10,10,0,20,5,4.42,0.53,4.95,7.25,,,,,1.0,,[],,3,1,209,23,1,1,5,1,0.88,0.0,0.11,0.99,1.45,1.0,1,1,5,1,7,2,1,1,1.0,0.4,4.0
True,True,100.0,100.0,215379,0,0,-2,2,-30.1,-148,"[{'offset': 0, 'projected_percent': '-32.9', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-38.1', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-43.3', 'likelihood': -3}]",,False,0,3,3.0,3.0,2,Elliot,3.0,481,False,,2026-08-23T17:00:07.952697Z,63,215379.jpg,3.0,False,Anderson,4.1,False,,a,15,43,15,102002,4563,434624,16784,0.5,2.4,Anderson,,241.0,2026-07-02,2002-11-06,False,p215379,413,0,0,2,5,0,0,0,1,0,0,0,95,87.4,77.1,19.0,18.4,18,23,13,54,5,0.11,0.67,0.78,7.15,3.0,,,,,,[],,102,30,64,53,199,110,105,56,0.02,0.0,0.15,0.17,1.56,1.09,46,31,123,56,156,65,82,28,1.09,0.44,11.77
True,True,,,106921,0,0,0,0,-81.3,0,"[{'offset': 0, 'projected_percent': '-81.3', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-81.3', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-81.3', 'likelihood': -3}]",,False,0,1,0.0,0.0,0,Gerónimo,0.0,587,False,,,50,106921.jpg,0.0,False,Rulli,0.0,False,,a,15,43,0,570,38,1068,57,0.0,0.0,Rulli,,10.0,2026-08-12,1992-05-20,False,p106921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,584,71,584,63,557,62,590,71,0.0,0.0,0.0,0.0,0.0,0.0,243,7,593,71,593,71,568,66,0.0,0.0,0.0
True,True,,,637238,0,0,0,0,-14.4,-12,"[{'offset': 0, 'projected_percent': '-19.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-29.6', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-39.6', 'likelihood': -2}]",,False,0,3,0.5,0.5,0,Ayyoub,0.5,616,False,,,55,637238.jpg,1.0,False,Bouaddi,0.2,False,,a,15,43,2,20724,525,12733,1294,0.1,0.4,Bouaddi,,145.0,2026-08-26,2007-10-02,False,p637238,22,0,0,0,0,0,0,0,0,0,0,0,8,13.0,4.8,0.0,1.8,3,3,0,6,0,0.00,0.12,0.12,0.37,,,,,,,[],,305,133,306,157,641,282,354,169,0.0,0.0,0.49,0.49,1.51,0.0,167,105,343,162,388,184,354,127,0.0,0.0,24.55
True,True,,,616288,0,0,0,0,-63.2,-6,"[{'offset': 0, 'projected_percent': '-67.3', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-74.9', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-82.6', 'likelihood': -3}]",,False,0,3,0.5,0.5,0,Ryan,0.5,621,False,,,45,616288.jpg,1.0,False,McAidoo,0.1,False,,a,15,43,2,11290,121,6669,646,0.1,0.4,McAidoo,,241.0,2025-09-26,2008-06-24,False,p616288,11,0,0,0,0,0,0,0,0,0,0,0,8,5.2,0.5,3.0,0.8,0,2,2,4,0,0.10,0.00,0.10,0.02,,,,,,,[],,358,166,371,184,314,158,380,179,0.82,0.0,0.0,0.82,0.16,0.0,534,279,338,159,324,139,406,148,0.0,0.0,32.73
True,True,,,554054,0,0,0,0,-19.9,-10,"[{'offset': 0, 'projected_percent': '-24.5', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-33.2', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-41.8', 'likelihood': -3}]",,False,0,2,0.2,0.2,0,Kaden,0.2,622,False,,,40,554054.jpg,1.0,False,Braithwaite,0.2,False,,a,15,43,1,16557,350,8462,911,0.0,0.2,Braithwaite,,241.0,2024-09-23,2008-02-08,False,p554054,1,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.8,0.0,0.1,0,1,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,399,145,361,133,387,153,403,145,0.0,0.0,0.0,0.0,0.0,0.0,644,195,382,135,303,110,355,134,0.0,0.0,0.0
True,True,,,624777,0,0,0,0,0.1,1,"[{'offset': 0, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",,False,0,3,0.0,0.0,0,Allan,0.0,628,False,,,60,624777.jpg,0.0,False,Andrade Elias,0.0,False,,a,15,43,0,1097,134,612,91,0.0,0.0,Allan,Allan,30.0,2026-08-31,2004-04-19,False,p624777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,659,293,661,294,656,292,661,294,0.0,0.0,0.0,0.0,0.0,0.0,76,50,660,294,660,294,609,258,0.0,0.0,0.0
True,True,,,595480,0,0,0,0,-15.1,0,"[{'offset': 0, 'projected_percent': '-15.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-15.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-15.1', 'likelihood': -1}]",,False,0,3,0.0,0.0,0,Floyd,0.0,653,False,,,45,595480.jpg,0.0,False,Samba,0.0,False,,a,15,43,0,3815,166,1954,271,0.0,0.0,Samba,Floyd Samba,241.0,2026-02-13,2009-01-15,False,p595480,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,530,211,526,217,484,189,535,212,0.0,0.0,0.0,0.0,0.0,0.0,523,274,543,219,543,219,517,206,0.0,0.0,0.0
True,True,100.0,100.0,166989,0,0,-2,2,-25.2,-57,"[{'offset': 0, 'projected_percent': '-28.1', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-33.5', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-38.9', 'likelihood': -2}]",,False,0,3,2.8,2.8,4,Youri,2.8,43,False,,2026-07-23T12:01:23.321726Z,58,166989.jpg,2.8,False,Tielemans,1.5,False,,a,16,1,14,43045,1598,157131,6507,0.5,2.4,Tielemans,,21.0,2026-07-14,1997-05-07,False,p166989,402,0,0,0,8,0,0,0,0,0,0,0,93,87.2,112.6,43.0,24.4,11,25,7,43,5,0.65,0.52,1.17,6.16,,,,,3.0,,[],,103,31,34,29,112,63,54,36,0.15,0.0,0.12,0.27,1.38,1.79,98,62,139,63,173,74,151,47,1.12,0.0,9.63
True,True,100.0,50.0,535301,0,0,-1,1,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",2026-09-26T13:30:09.440487Z,False,0,3,0.0,0.0,0,Carlos,0.0,131,False,,2026-08-06T16:00:10.997714Z,49,535301.jpg,0.0,False,Baleba,0.1,False,,a,16,1,0,5963,524,14116,475,0.0,0.0,Baleba,,38.0,2026-08-25,2004-01-03,False,p535301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,575,240,575,246,540,221,581,242,0.0,0.0,0.0,0.0,0.0,0.0,392,235,586,247,586,247,392,145,0.0,0.0,0.0
True,True,,,532605,0,0,-2,2,-33.2,-32,"[{'offset': 0, 'projected_percent': '-37.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-45.3', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-53.2', 'likelihood': -3}]",,False,0,3,0.8,0.8,0,Andrey,0.8,162,False,,,48,532605.jpg,1.3,False,Nascimento dos Santos,0.6,False,,a,16,1,4,21830,633,71707,3088,0.2,0.8,Andrey Santos,Andrey Santos,30.0,2026-07-13,2004-05-03,False,p532605,82,0,0,0,4,0,0,0,0,0,0,0,23,24.8,5.5,8.0,3.9,7,7,4,18,1,0.00,0.24,0.24,2.03,,,,,,,[],,267,112,299,150,269,138,309,140,0.0,0.0,0.26,0.26,2.23,4.39,419,256,287,132,281,127,238,75,1.1,0.0,19.76
True,True,100.0,100.0,59735,0,0,0,0,-23.8,0,"[{'offset': 0, 'projected_percent': '-23.8', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-23.8', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-23.8', 'likelihood': -2}]",,False,0,1,0.0,0.0,0,Karl,0.0,325,False,,2026-07-23T12:01:23.549136Z,45,59735.jpg,0.0,False,Darlow,0.0,False,,a,16,1,0,1052,45,1460,79,0.0,0.0,Darlow,,244.0,2026-06-14,1990-10-08,False,p59735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,479,53,471,35,421,30,484,53,0.0,0.0,0.0,0.0,0.0,0.0,429,23,493,53,493,53,510,58,0.0,0.0,0.0
True,True,,,465247,0,0,-1,1,-12.5,-109,"[{'offset': 0, 'projected_percent': '-13.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-14.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-16.4', 'likelihood': -1}]",,False,0,1,2.2,2.2,4,Senne,2.2,412,False,,,49,465247.jpg,2.2,False,Lammens,10.1,False,,a,16,1,11,95941,3733,668122,29691,0.4,2.2,Lammens,,21.0,2025-09-01,2002-07-07,False,p465247,450,0,0,0,8,0,0,0,0,0,16,0,58,132.8,0.0,0.0,13.3,5,38,0,0,5,0.00,0.00,0.00,6.80,,,,,,,[],,29,5,571,60,536,58,167,5,0.0,3.2,0.0,0.0,1.36,1.6,379,20,175,15,212,16,38,6,1.0,0.0,0.0
True,False,0.0,0.0,451302,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,1,0.0,0.0,0,Altay,0.0,413,False,Has joined Celta Vigo on loan for the rest of the season,2026-08-10T14:02:28.608415Z,45,451302.jpg,0.0,False,Bayındır,0.0,False,,u,16,1,0,0,0,1130,20,0.0,0.0,Bayindir,,219.0,2023-09-01,1998-04-14,False,p451302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,499,63,495,49,449,44,504,63,0.0,0.0,0.0,0.0,0.0,0.0,478,37,513,63,513,63,604,71,0.0,0.0,0.0
True,True,0.0,0.0,21205,0,0,0,0,-31.4,1,"[{'offset': 0, 'projected_percent': '-31.0', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-30.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-29.5', 'likelihood': -2}]",,False,0,1,0.0,0.0,0,Tom,0.0,414,False,Hamstring injury - Unknown return date,2026-08-15T16:00:07.854151Z,40,21205.jpg,0.0,False,Heaton,0.1,False,,i,16,1,0,2048,130,3435,148,0.0,0.0,Heaton,,241.0,2021-07-02,1986-04-15,False,p21205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,410,25,398,6,342,1,414,25,0.0,0.0,0.0,0.0,0.0,0.0,587,49,424,25,424,25,440,49,0.0,0.0,0.0
True,True,,,596777,0,0,-2,2,-87.5,-15,"[{'offset': 0, 'projected_percent': '-89.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-93.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-97.7', 'likelihood': -4}]",,False,0,3,2.0,2.0,4,Patrick,2.0,415,False,,,58,596777.jpg,2.0,False,Dorgu,0.5,False,,a,16,1,10,13510,540,95958,2421,0.3,1.7,Dorgu,,58.0,2025-02-02,2004-10-26,False,p596777,171,0,1,0,6,0,0,0,1,0,0,0,27,49.2,44.1,72.0,15.6,8,4,8,20,2,0.78,0.09,0.87,3.38,,,,,,,[],,197,84,141,89,60,37,129,69,0.41,0.0,0.05,0.46,1.78,3.16,111,71,196,90,240,106,244,79,1.05,0.0,10.53
True,True,0.0,0.0,209365,0,0,0,0,-87.5,-2,"[{'offset': 0, 'projected_percent': '-89.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-93.3', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-97.1', 'likelihood': -4}]",,False,0,2,0.0,0.0,0,Matthijs,0.0,416,False,Back injury - Unknown return date,2026-07-23T12:01:23.690880Z,50,209365.jpg,0.0,False,de Ligt,0.0,False,,i,16,1,0,414,35,1483,60,0.0,0.0,De Ligt,,152.0,2024-08-13,1999-08-12,False,p209365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.manutd.com/en/news/team-news-for-man-utd-hull-opener-aug-2026,588,209,590,208,564,205,594,209,0.0,0.0,0.0,0.0,0.0,0.0,259,38,597,208,597,208,564,190,0.0,0.0,0.0
True,True,,,216051,0,0,-1,1,-64.5,-41,"[{'offset': 0, 'projected_percent': '-66.4', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-69.9', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-73.5', 'likelihood': -3}]",,False,0,2,1.6,1.6,2,Diogo,1.6,417,False,,,49,216051.jpg,1.6,False,Dalot Teixeira,1.6,False,,a,16,1,8,25468,689,132882,4387,0.3,1.6,Dalot,Diogo Dalot,173.0,2018-06-08,1999-03-18,False,p216051,346,0,0,0,4,0,0,0,1,0,0,0,46,43.6,107.7,49.0,20.2,10,21,6,16,4,0.24,0.23,0.47,4.70,,,,,,,[],,206,82,38,6,95,20,85,24,0.06,0.0,0.06,0.12,1.22,1.04,361,62,221,81,264,94,142,57,1.04,0.0,4.16
True,True,,,95658,0,0,-1,1,-93.9,-333,"[{'offset': 0, 'projected_percent': '-96.7', 'likelihood': -4}, {'offset': 1, 'projected_percent': '-102.1', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-107.4', 'likelihood': -5}]",,False,0,2,2.0,2.0,2,Harry,2.0,418,False,,,49,95658.jpg,2.0,False,Maguire,8.9,False,,a,16,1,10,136293,2335,975381,45690,0.4,2.0,Maguire,,241.0,2019-08-05,1993-03-05,False,p95658,450,0,1,0,8,0,0,0,2,0,0,0,50,86.0,50.1,50.0,18.6,28,21,3,31,5,0.20,0.46,0.66,6.80,,,,,,,[],,104,47,119,30,92,18,102,33,0.04,0.0,0.09,0.13,1.36,1.6,343,58,189,71,227,87,44,15,1.0,0.0,6.2
