first_name,second_name,web_name,status,news,news_added,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,cost_change_start,cost_change_event,transfers_in_event,transfers_out_event,selected_by_percent,team,element_type,assists,birth_date,bonus,bps,can_select,can_transact,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event_fall,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,red_cards,region,removed,saves,saves_per_90,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,tackles,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_out,value_form,value_season,yellow_cards
Nikola,Milenković,Milenković,a,,,,,55,0,0,31315,60863,9.5,16,2,0,1997-10-12,0,5,True,True,0,0.0,7,227444,,,0,0,0.5,236,84,8,8.0,,,0,3.3,3.3,2,0.00,0.0,0.00,0.0,0.00,1.50,1.5,0.0,2.0,162,54,1,1.0,0,False,1.8,184,63,505,False,17.2,92,38,90,153,19,p227444,0,0,,0,,227444.jpg,2.0,162,54,2,0,190.0,False,0,0.0,42,15,False,,1,1.0,1,17,2024-07-18,0.0,632,220,2,31315,60863,0.4,0.4,0
Murillo,Costa dos Santos,Murillo,a,,,,,55,0,0,20191,38571,6.6,16,2,0,2002-07-04,0,12,True,True,0,0.0,5,575476,,,0,0,1.6,179,55,5,5.0,3.0,,0,3.3,3.3,2,0.02,0.02,0.02,0.02,0.00,1.50,1.5,0.0,2.0,169,55,1,1.0,0,False,1.3,222,80,506,False,11.8,140,62,90,205,29,p575476,0,0,,0,,575476.jpg,2.0,169,55,6,0,30.0,False,0,0.0,60,21,False,,1,1.0,0,17,2023-08-31,0.0,659,227,2,20191,38571,0.4,0.4,0
Ola,Aina,Aina,a,,,,,50,0,0,84544,70322,14.5,16,2,0,1996-10-08,0,15,True,True,0,0.0,9,159506,,,0,0,16.1,60,14,12,12.0,,,0,2.6,2.6,4,0.04,0.04,0.04,0.04,0.00,1.50,1.5,0.0,4.0,84,38,1,1.0,0,False,4.5,70,16,507,False,27.2,47,16,90,240,34,p159506,0,0,,0,,159506.jpg,4.0,84,38,8,0,157.0,False,0,0.0,31,12,False,,1,1.0,3,17,2023-07-22,2.0,162,50,4,84544,70322,0.8,0.8,0
Neco,Williams,N.Williams,a,,,,,50,0,0,31386,58758,9.8,16,2,0,2001-04-13,0,10,True,True,0,0.0,4,215136,,,0,0,28.8,24,5,6,6.0,,,0,2.6,2.6,1,0.09,0.09,0.09,0.09,0.00,1.50,1.5,0.0,1.0,227,80,1,1.0,0,False,5.0,55,11,508,False,19.0,81,29,90,271,41,p215136,0,0,,0,,215136.jpg,1.0,227,80,2,0,244.0,False,0,0.0,40,14,False,,1,1.0,2,17,2022-07-11,2.0,167,51,1,31386,58758,0.2,0.2,1
David,Mota Veiga Teixeira do Carmo,David Carmo,a,,,,,45,0,0,182,595,0.0,16,2,0,1999-07-19,0,0,True,True,0,0.0,0,451432,,,0,0,0.0,442,196,0,0.0,,,0,1.9,1.9,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,455,188,0,0.0,0,False,0.0,458,197,509,False,0.0,441,196,0,453,122,p451432,0,0,,0,,451432.jpg,0.0,455,188,0,0,6.0,False,0,0.0,572,206,False,,0,0.0,0,17,2024-08-25,0.0,396,176,0,182,595,0.0,0.0,0
Jair,Paula da Cunha Filho,Jair Cunha,a,,,,,45,0,0,294,1051,0.1,16,2,0,2005-03-07,0,0,True,True,0,0.0,0,575458,,,0,0,0.0,513,206,0,0.0,,,0,1.9,1.9,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,523,201,0,0.0,0,False,0.0,524,207,510,False,0.0,507,206,0,538,144,p575458,0,0,,0,,575458.jpg,0.0,523,201,0,0,30.0,False,0,0.0,519,195,False,,0,0.0,0,17,2025-07-11,0.0,471,191,0,294,1051,0.0,0.0,0
Felipe,Rodrigues da Silva,Morato,a,,,,,45,0,0,248,1187,0.1,16,2,0,2001-06-30,0,0,True,True,0,0.0,0,485047,,,0,0,0.0,451,197,0,0.0,,,0,1.9,1.9,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,462,189,0,0.0,0,False,0.0,465,198,511,False,0.0,448,197,0,466,127,p485047,0,0,,0,,485047.jpg,0.0,462,189,0,0,30.0,False,0,0.0,501,190,False,,0,0.0,0,17,2024-08-30,0.0,407,179,0,248,1187,0.0,0.0,0
Omar,Richards,O.Richards,a,,,,,45,0,0,169,586,0.0,16,2,0,1998-02-15,0,0,True,True,0,0.0,0,204822,,,0,0,0.0,412,182,0,0.0,,,0,1.9,1.9,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,423,172,0,0.0,0,False,0.0,429,184,512,False,0.0,411,182,0,407,94,p204822,0,0,,0,,204822.jpg,0.0,423,172,0,0,241.0,False,0,0.0,577,208,False,,0,0.0,0,17,2022-07-10,0.0,360,158,0,169,586,0.0,0.0,0
Zach,Abbott,Abbott,a,,,,,40,0,0,759,1842,0.2,16,2,0,2006-05-13,0,0,True,True,0,0.0,0,549067,,,0,0,0.0,357,146,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,371,136,0,0.0,0,False,0.0,378,148,513,False,0.0,360,146,0,671,209,p549067,0,0,,0,,549067.jpg,0.0,371,136,0,0,241.0,False,0,0.0,360,129,False,,0,0.0,0,17,2022-08-22,0.0,298,115,0,759,1842,0.0,0.0,0
Willy,Boly,Boly,a,,,,,40,0,0,1908,4320,0.5,16,2,0,1991-02-03,0,0,True,True,0,0.0,0,90585,,,0,0,0.0,277,98,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,291,88,0,0.0,0,False,0.0,299,101,514,False,0.0,281,99,0,580,150,p90585,0,0,,0,,90585.jpg,0.0,291,88,0,0,54.0,False,0,0.0,244,88,False,,0,0.0,0,17,2022-09-01,0.0,212,61,0,1908,4320,0.0,0.0,0
Morgan,Gibbs-White,Gibbs-White,a,,,,,75,0,0,30264,44601,5.1,16,3,1,2000-01-27,0,23,True,True,0,0.0,1,222531,,,0,0,51.8,7,7,4,4.34,2.0,,0,2.5,2.5,5,0.28,0.3,0.66,0.71,0.38,1.50,1.63,0.41,5.0,77,24,1,1.08,0,False,9.6,14,9,515,False,28.8,40,13,83,22,13,p222531,0,0,2.0,0,,222531.jpg,5.0,77,24,2,0,241.0,False,0,0.0,71,23,False,,1,1.08,1,17,2022-08-19,15.0,64,38,5,30264,44601,0.7,0.7,0
Callum,Hudson-Odoi,Hudson-Odoi,a,,,,,60,0,0,6561,17326,1.1,16,3,0,2000-11-07,0,20,True,True,0,0.0,0,209046,4.0,,0,0,32.3,18,15,0,0.0,,,0,2.1,2.1,2,0.24,0.24,0.26,0.26,0.02,1.50,1.5,0.02,2.0,175,91,1,1.0,0,False,5.3,48,31,516,False,11.8,141,51,90,91,63,p209046,0,0,,0,,209046.jpg,2.0,175,91,0,0,241.0,False,0,0.0,175,57,False,,1,1.0,0,17,2023-09-01,9.0,82,48,2,6561,17326,0.3,0.3,0
Elliot,Anderson,Anderson,a,,,,,55,0,0,54003,59510,6.4,16,3,1,2002-11-06,1,24,True,True,0,0.0,1,215379,3.0,,0,0,21.3,44,33,11,11.0,,,0,2.0,2.0,6,0.28,0.28,0.67,0.67,0.39,1.50,1.5,0.39,6.0,58,12,1,1.0,0,False,7.0,28,18,517,False,28.6,41,14,90,148,94,p215379,0,0,,0,,215379.jpg,6.0,58,12,8,0,241.0,False,0,0.0,62,20,False,,1,1.0,2,17,2024-07-01,20.0,45,25,6,54003,59510,1.1,1.1,0
João Pedro,Ferreira da Silva,Jota,a,,,,,55,0,0,317,1288,0.1,16,3,0,1999-08-01,0,6,True,True,0,0.0,1,510500,,,0,0,0.5,237,129,3,24.55,,,0,2.0,2.0,1,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,1.0,250,127,0,0.0,0,False,1.0,237,112,518,False,5.0,202,84,11,195,123,p510500,0,0,,0,,510500.jpg,1.0,250,127,0,0,173.0,False,0,0.0,498,172,False,,0,0.0,2,17,2024-08-01,4.0,137,74,1,317,1288,0.2,0.2,0
Nicolás,Domínguez,Dominguez,i,Knee injury - Expected back 04 Oct,2025-07-21T10:00:04.988497Z,0.0,0.0,50,0,0,18,35,0.0,16,3,0,1998-06-28,0,0,True,True,0,0.0,0,250199,,,0,0,0.0,578,236,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,582,237,0,0.0,0,False,0.0,586,236,519,False,0.0,571,229,0,292,182,p250199,0,0,,0,,250199.jpg,0.0,582,237,0,0,10.0,False,0,0.0,695,308,False,,0,0.0,0,17,2023-09-01,0.0,550,217,0,18,35,0.0,0.0,0
Lewis,O'Brien,O'Brien,u,Has joined Wrexham permanently.,2025-07-25T14:55:12.030109Z,0.0,0.0,50,0,0,0,54,0.0,16,3,0,1998-10-14,0,0,False,True,0,0.0,0,243345,,,0,0,0.0,576,234,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,580,235,0,0.0,0,False,0.0,584,234,520,False,0.0,569,227,0,286,178,p243345,0,0,,0,,243345.jpg,0.0,580,235,0,0,241.0,False,0,0.0,696,309,False,,0,0.0,0,17,2022-07-20,0.0,547,215,0,0,54,0.0,0.0,0
Ibrahim,Sangaré,Sangaré,a,,,,,50,0,0,488,731,0.1,16,3,0,1997-12-02,0,11,True,True,0,0.0,5,210462,,,0,0,4.2,132,81,10,10.0,,,0,1.5,1.5,2,0.01,0.01,0.03,0.03,0.02,1.50,1.5,0.02,2.0,146,71,1,1.0,0,False,0.7,245,116,521,False,1.4,255,120,90,266,168,p210462,0,0,,0,,210462.jpg,2.0,146,71,4,0,54.0,False,0,0.0,555,216,False,,1,1.0,1,17,2023-09-01,1.0,195,109,2,488,731,0.4,0.4,0
Ryan,Yates,Yates,a,,,,,50,0,0,351,1757,0.1,16,3,0,1997-11-21,0,7,True,True,0,0.0,2,204968,,,0,0,1.6,178,107,5,75.0,,,0,1.5,1.5,1,0.01,0.15,0.01,0.15,0.00,0.00,0.0,0.0,1.0,226,110,0,0.0,0,False,0.8,241,114,522,False,4.6,207,87,6,260,164,p204968,0,0,,0,,204968.jpg,1.0,226,110,3,0,241.0,False,0,0.0,460,153,False,,0,0.0,0,17,2018-08-01,2.0,165,89,1,351,1757,0.2,0.2,0
Eric,da Silva Moreira,Da Silva Moreira,a,,,,,45,0,0,998,2209,0.2,16,3,0,2006-05-03,0,0,True,True,0,0.0,0,569014,,,0,0,0.0,508,197,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,518,199,0,0.0,0,False,0.0,519,195,523,False,0.0,502,186,0,533,289,p569014,0,0,,0,,569014.jpg,0.0,518,199,0,0,80.0,False,0,0.0,397,131,False,,0,0.0,0,17,2024-07-01,0.0,466,169,0,998,2209,0.0,0.0,0
Marko,Stamenić,Stamenic,u,Has joined Swansea City permanently.,2025-08-20T13:32:34.645399Z,0.0,,45,0,0,245,1194,0.1,16,3,0,2002-02-19,0,0,False,True,0,0.0,0,495161,,,0,0,0.0,464,170,0,0.0,,,0,0.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,474,172,0,0.0,0,False,0.0,476,168,524,False,0.0,459,159,0,483,260,p495161,0,0,,0,,495161.jpg,0.0,474,172,0,0,154.0,False,0,0.0,547,208,False,,0,0.0,0,17,2024-06-27,0.0,420,142,0,245,1194,0.0,0.0,0
Chris,Wood,Wood,a,,,,,76,1,1,588813,80289,19.5,16,4,0,1991-12-07,3,58,True,True,0,0.0,0,60689,,,-1,-1,4.3,130,11,2,2.31,,,1,2.4,2.4,13,0.01,0.01,0.96,1.11,0.95,1.50,1.73,1.1,13.0,5,2,1,1.15,2,False,12.5,7,3,525,True,66.2,4,2,78,19,7,p60689,0,0,1.0,0,,60689.jpg,13.0,5,2,2,0,154.0,False,0,0.0,24,6,False,,1,1.15,0,17,2023-07-01,54.0,4,3,13,588813,80289,1.7,1.7,0
Igor Jesus,Maciel da Cruz,Igor Jesus,a,,,,,60,0,0,3312,16367,0.7,16,4,0,2001-02-25,0,2,True,True,0,0.0,1,482973,,,0,0,1.5,180,17,1,8.18,,,0,2.0,2.0,1,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,1.0,263,23,0,0.0,0,False,0.5,265,28,526,False,1.0,260,21,11,104,28,p482973,0,0,,0,,482973.jpg,1.0,263,23,0,0,30.0,False,0,0.0,216,36,False,,0,0.0,0,17,2025-07-05,2.0,185,27,1,3312,16367,0.2,0.2,0
Taiwo,Awoniyi,Awoniyi,a,,,,,55,0,0,4099,14291,0.7,16,4,0,1997-08-12,0,0,True,True,0,0.0,0,210156,,,0,0,0.0,641,61,0,0.0,,,0,1.7,1.7,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,641,64,0,0.0,0,False,0.0,644,63,527,False,0.0,634,56,0,146,34,p210156,0,0,,0,,210156.jpg,0.0,641,64,0,0,157.0,False,0,0.0,218,37,False,,0,0.0,0,17,2022-06-25,0.0,628,63,0,4099,14291,0.0,0.0,0
Dan,Ndoye,Ndoye,a,,,,,60,0,0,38030,11331,0.8,16,3,0,2000-10-25,2,29,True,True,0,0.0,0,456512,,,0,0,0.8,216,122,3,3.46,,,0,2.1,2.1,9,0.01,0.01,0.11,0.13,0.10,1.50,1.73,0.12,9.0,21,5,1,1.15,1,False,6.0,38,24,669,False,32.2,27,11,78,97,66,p456512,0,0,,0,,456512.jpg,9.0,21,5,3,0,207.0,False,0,0.0,199,64,False,,1,1.15,0,17,2025-07-31,27.0,23,12,9,38030,11331,1.5,1.5,0
Angus,Gunn,Gunn,a,,,,,40,0,0,7643,7590,1.9,16,1,0,1996-01-22,0,0,True,True,0,0.0,0,107265,,,0,0,0.0,281,12,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,295,29,0,0.0,0,False,0.0,303,30,675,False,0.0,285,30,0,584,46,p107265,0,0,,0,,107265.jpg,0.0,295,29,0,0,243.0,False,0,0.0,132,19,False,,0,0.0,0,17,2025-08-06,0.0,216,11,0,7643,7590,0.0,0.0,0
Omari,Hutchinson,Hutchinson,a,,,,,55,0,0,593,152,0.0,16,3,0,2003-10-30,0,0,True,True,0,0.0,0,503301,,,0,0,0.0,663,288,0,0.0,,,0,2.0,2.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,662,288,0,0.0,0,False,0.0,665,288,693,False,0.0,654,284,0,193,121,p503301,0,0,,0,,503301.jpg,0.0,662,288,0,0,241.0,False,0,0.0,663,289,False,,0,0.0,0,17,2025-08-16,0.0,654,281,0,593,152,0.0,0.0,0
Arnaud,Kalimuendo,Kalimuendo,a,,,,,60,0,0,662,135,0.0,16,4,0,2002-01-20,0,0,True,True,0,0.0,0,465680,,,0,0,0.0,677,69,0,0.0,,,0,2.0,2.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,674,69,0,0.0,0,False,0.0,676,69,696,False,0.0,668,64,0,101,27,p465680,0,0,,0,,465680.jpg,0.0,674,69,0,0,73.0,False,0,0.0,653,74,False,,0,0.0,0,17,2025-08-18,0.0,674,69,0,662,135,0.0,0.0,0
Marc,Guiu Paz,Marc Guiu,a,,2025-08-11T10:30:07.368326Z,100.0,100.0,45,0,0,101494,119359,19.5,17,4,0,2006-01-04,0,0,True,True,0,0.0,0,499309,,,0,0,0.0,469,33,0,0.0,,,0,1.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,478,37,0,0.0,0,False,0.0,480,35,252,False,0.0,463,28,0,489,59,p499309,0,0,,0,,499309.jpg,0.0,478,37,0,0,200.0,False,0,0.0,25,7,False,,0,0.0,0,56,2025-08-06,0.0,425,35,0,101494,119359,0.0,0.0,0
Anthony,Patterson,Patterson,a,,,,,45,0,0,2253,5576,0.3,17,1,0,2000-05-10,0,0,True,True,0,0.0,0,232571,,,0,0,0.0,421,58,0,0.0,,,0,2.3,1.8,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,434,72,0,0.0,0,False,0.0,438,72,528,False,0.0,421,72,0,426,27,p232571,0,0,,0,,232571.jpg,0.0,434,72,0,0,241.0,False,0,0.0,302,46,False,,0,0.0,0,56,2018-10-09,0.0,373,57,0,2253,5576,0.0,0.0,0
Simon,Moore,Moore,a,,,,,40,0,0,1885,2775,0.5,17,1,0,1990-05-19,0,0,True,True,0,0.0,0,74854,,,0,0,0.0,272,6,0,0.0,,,0,1.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,286,23,0,0.0,0,False,0.0,294,24,529,False,0.0,276,24,0,575,40,p74854,0,0,,0,,74854.jpg,0.0,286,23,0,0,241.0,False,0,0.0,245,34,False,,0,0.0,0,56,2024-07-01,0.0,207,5,0,1885,2775,0.0,0.0,0
Blondy,Nna Noukeu,Nna Noukeu,a,,,,,40,0,0,325,838,0.2,17,1,0,2001-05-31,0,0,True,True,0,0.0,0,490000,,,0,0,0.0,335,38,0,0.0,,,0,1.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,349,55,0,0.0,0,False,0.0,356,56,530,False,0.0,338,56,0,646,72,p490000,0,0,,0,,490000.jpg,0.0,349,55,0,0,38.0,False,0,0.0,425,61,False,,0,0.0,0,56,2024-08-02,0.0,275,37,0,325,838,0.0,0.0,0
Daniel,Ballard,Ballard,a,,,,,46,1,1,438964,27465,5.9,17,2,0,1999-09-22,3,53,True,True,1,1.0,13,223827,,,-1,-1,0.5,235,83,14,14.0,,,1,2.1,1.6,17,0.01,0.01,0.19,0.19,0.18,0.56,0.56,0.18,17.0,1,1,0,0.0,1,False,13.4,2,1,531,True,69.6,2,1,90,363,64,p223827,0,0,,0,,223827.jpg,17.0,1,1,4,0,242.0,False,0,0.0,69,27,False,,1,1.0,1,56,2022-07-01,64.0,3,1,17,438964,27465,3.7,3.7,0
Trai,Hume,Hume,a,,,,,45,0,0,9254,2398,0.3,17,2,0,2002-03-18,0,27,True,True,1,1.0,4,487676,,,0,0,15.8,63,17,6,6.0,4.0,,0,1.9,1.4,6,0.09,0.09,0.09,0.09,0.00,0.56,0.56,0.0,6.0,47,24,0,0.0,0,False,3.3,103,29,532,False,15.2,104,45,90,468,129,p487676,0,0,,0,,487676.jpg,6.0,47,24,3,0,242.0,False,0,0.0,315,114,False,,1,1.0,2,56,2022-01-04,2.0,156,47,6,9254,2398,1.3,1.3,0
Aji,Alese,Alese,i,Shoulder injury - Expected back 13 Sep,2025-07-21T10:00:05.007315Z,0.0,0.0,40,0,0,55,94,0.0,17,2,0,2001-01-17,0,0,True,True,0,0.0,0,220684,,,0,0,0.0,298,109,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,312,99,0,0.0,0,False,0.0,320,112,533,False,0.0,302,110,0,603,163,p220684,0,0,,0,,220684.jpg,0.0,312,99,0,0,241.0,False,0,0.0,684,230,False,,0,0.0,0,56,2022-07-15,0.0,235,74,0,55,94,0.0,0.0,0
Joe,Anderson,Anderson,a,,,,,40,0,0,2203,5034,0.5,17,2,0,2001-02-06,0,0,True,True,0,0.0,0,232820,,,0,0,0.0,302,112,0,0.0,,,0,1.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,316,102,0,0.0,0,False,0.0,324,115,534,False,0.0,306,113,0,607,166,p232820,0,0,,0,,232820.jpg,0.0,316,102,0,0,241.0,False,0,0.0,249,92,False,,0,0.0,0,56,2023-01-31,0.0,239,77,0,2203,5034,0.0,0.0,0
Dennis,Cirkin,Cirkin,i,Wrist Injury - Expected back 13 Sep,2025-07-21T10:00:05.027113Z,0.0,0.0,40,0,0,65,423,0.0,17,2,0,2002-04-06,0,0,True,True,0,0.0,0,461195,,,0,0,0.0,317,122,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,331,112,0,0.0,0,False,0.0,339,125,535,False,0.0,321,123,0,625,179,p461195,0,0,,0,,461195.jpg,0.0,331,112,0,0,241.0,False,0,0.0,631,215,False,,0,0.0,0,56,2021-08-11,0.0,256,89,0,65,423,0.0,0.0,0
Leo Fuhr,Hjelde,Hjelde,i,Achilles injury - Expected back 13 Sep,2025-07-21T10:00:05.047173Z,0.0,0.0,40,0,0,55,94,0.0,17,2,0,2003-08-26,0,0,True,True,0,0.0,0,477547,,,0,0,0.0,329,127,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,343,117,0,0.0,0,False,0.0,350,129,536,False,0.0,332,127,0,638,185,p477547,0,0,,0,,477547.jpg,0.0,343,117,0,0,161.0,False,0,0.0,681,228,False,,0,0.0,0,56,2024-01-30,0.0,269,95,0,55,94,0.0,0.0,0
Niall,Huggins,Huggins,a,,,,,40,0,0,618,2011,0.2,17,2,0,2000-12-18,0,0,True,True,0,0.0,0,492066,,,0,0,0.0,336,129,0,0.0,,,0,1.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,350,119,0,0.0,0,False,0.0,357,131,537,False,0.0,339,129,0,647,189,p492066,0,0,,0,,492066.jpg,0.0,350,119,0,0,244.0,False,0,0.0,372,134,False,,0,0.0,0,56,2021-08-20,0.0,276,97,0,618,2011,0.0,0.0,0
Zak,Johnson,Johnson,a,,,,,40,0,0,730,2202,0.2,17,2,0,2004-07-30,0,0,True,True,0,0.0,0,514613,,,0,0,0.0,345,135,0,0.0,,,0,1.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,359,125,0,0.0,0,False,0.0,366,137,538,False,0.0,348,135,0,657,196,p514613,0,0,,0,,514613.jpg,0.0,359,125,0,0,241.0,False,0,0.0,347,125,False,,0,0.0,0,56,2021-10-12,0.0,285,103,0,730,2202,0.0,0.0,0
Luke,O'Nien,O'Nien,i,Shoulder injury - Expected back 13 Sep,2025-07-21T10:00:05.068622Z,0.0,0.0,40,0,0,152,313,0.0,17,2,0,1994-11-21,0,0,True,True,0,0.0,0,167512,,,0,0,0.0,289,103,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,303,93,0,0.0,0,False,0.0,311,106,539,False,0.0,293,104,0,592,155,p167512,0,0,4.0,0,,167512.jpg,0.0,303,93,0,0,241.0,False,0,0.0,632,216,False,,0,0.0,0,56,2018-07-30,0.0,224,66,0,152,313,0.0,0.0,0
Timothée,Pembélé,Pembele,a,,,,,40,0,0,677,1919,0.2,17,2,0,2002-09-09,0,0,True,True,0,0.0,0,465702,,,0,0,0.0,323,124,0,0.0,,,0,1.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,337,114,0,0.0,0,False,0.0,345,127,540,False,0.0,327,125,0,632,182,p465702,0,0,,0,,465702.jpg,0.0,337,114,0,0,73.0,False,0,0.0,370,132,False,,0,0.0,0,56,2023-09-01,0.0,263,92,0,677,1919,0.0,0.0,0
Reinildo,Mandava,Reinildo,a,,,,,40,0,0,156148,37525,8.3,17,2,0,1994-01-21,0,27,True,True,1,1.0,6,434399,,,0,0,2.5,155,45,8,8.0,,,0,1.0,0.5,6,0.00,0.0,0.00,0.0,0.00,0.56,0.56,0.0,6.0,39,17,0,0.0,0,False,1.6,194,69,541,False,13.6,121,54,90,614,170,p434399,0,0,,0,,434399.jpg,6.0,39,17,3,0,146.0,False,0,0.0,53,18,False,,1,1.0,2,56,2025-07-08,0.0,245,80,6,156148,37525,1.5,1.5,0
Jenson,Seelt,Seelt,a,,2025-08-17T11:30:05.885642Z,100.0,,40,0,0,1395,3598,0.3,17,2,0,2003-05-23,0,6,True,True,0,0.0,4,519634,,,0,0,0.6,225,77,6,10.38,,,0,1.0,0.5,1,0.00,0.0,0.00,0.0,0.00,0.33,0.57,0.0,1.0,194,61,0,0.0,0,False,1.6,195,70,542,False,15.2,103,44,52,663,202,p519634,0,0,,0,,519634.jpg,1.0,194,61,4,0,152.0,False,0,0.0,325,117,False,,1,1.73,2,56,2023-07-01,0.0,291,109,1,1395,3598,0.2,0.2,0
Simon,Adingra,Adingra,a,,,,,55,0,0,43598,17602,1.9,17,3,1,2002-01-01,0,8,True,True,1,1.2,0,535818,,,0,0,14.5,72,50,3,3.6,,,0,2.0,1.5,6,0.02,0.02,0.16,0.19,0.14,0.33,0.4,0.17,6.0,61,14,0,0.0,0,False,2.0,178,86,543,False,0.0,656,286,75,198,126,p535818,0,0,,0,,535818.jpg,6.0,61,14,2,0,54.0,False,0,0.0,134,41,False,,1,1.2,1,56,2025-07-10,6.0,114,64,6,43598,17602,1.1,1.1,0
Habib,Diarra,Diarra,a,,,,,55,0,0,2289,1503,0.1,17,3,0,2004-01-03,0,4,True,True,1,1.0,2,547027,,,0,0,2.8,151,93,6,6.0,,,0,2.0,1.5,3,0.01,0.01,0.24,0.24,0.23,0.56,0.56,0.23,3.0,108,47,0,0.0,0,False,3.0,120,65,544,False,7.0,185,73,90,201,128,p547027,0,0,,0,,547027.jpg,3.0,108,47,3,0,189.0,False,0,0.0,458,152,False,,1,1.0,1,56,2025-07-01,20.0,46,26,3,2289,1503,0.5,0.5,0
Patrick,Roberts,Roberts,a,,,,,54,-1,-1,133,934,0.0,17,3,0,1997-02-05,0,0,True,True,0,0.0,0,124165,4.0,,1,1,0.0,621,264,0,0.0,,,0,2.0,1.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,625,265,0,0.0,0,False,0.0,627,264,545,False,0.0,617,260,0,210,132,p124165,0,0,2.0,0,,124165.jpg,0.0,625,265,0,0,241.0,False,0,0.0,605,248,False,,0,0.0,0,56,2022-01-21,0.0,602,252,0,133,934,0.0,0.0,0
Milan,Aleksić,Aleksić,a,,,,,50,0,0,140,628,0.0,17,3,0,2005-08-30,0,0,True,True,0,0.0,0,626844,,,0,0,0.0,616,262,0,0.0,,,0,1.5,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,620,263,0,0.0,0,False,0.0,622,262,546,False,0.0,612,258,0,358,228,p626844,0,0,,0,,626844.jpg,0.0,620,263,0,0,190.0,False,0,0.0,599,243,False,,0,0.0,0,56,2024-08-30,0.0,597,250,0,140,628,0.0,0.0,0
