id,element,player_id,code,team,team_code,team_name,team_short,element_type,position,first_name,second_name,web_name,status,news,news_added,now_cost,price_m,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,chance_of_playing_next_round,chance_of_playing_this_round,transfers_in,transfers_out,transfers_in_event,transfers_out_event,total_points,event_points,minutes,can_transact,can_select,dreamteam_count,ep_next,ep_this,form,in_dreamteam,photo,points_per_game,removed,special,squad_number,value_form,value_season,region,team_join_date,birth_date,has_temporary_code,opta_code,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
528,528,528,232571,17,56,Sunderland,SUN,1,GKP,Anthony,Patterson,Patterson,a,,,45,4.5,0,0,0,0,0.3,,,2253,5576,2253,5576,0,0,0,True,True,0,2.3,1.8,0.0,False,232571.jpg,0.0,False,False,,0.0,0.0,241.0,2018-10-09,2000-05-10,False,p232571,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,421,72,421,58,373,57,438,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,426,27,434,72,434,72,302,46,0.0,0.0,0.0
529,529,529,74854,17,56,Sunderland,SUN,1,GKP,Simon,Moore,Moore,a,,,40,4.0,0,0,0,0,0.5,,,1885,2775,1885,2775,0,0,0,True,True,0,1.0,0.5,0.0,False,74854.jpg,0.0,False,False,,0.0,0.0,241.0,2024-07-01,1990-05-19,False,p74854,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,276,24,272,6,207,5,294,24,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,575,40,286,23,286,23,245,34,0.0,0.0,0.0
530,530,530,490000,17,56,Sunderland,SUN,1,GKP,Blondy,Nna Noukeu,Nna Noukeu,a,,,40,4.0,0,0,0,0,0.2,,,325,838,325,838,0,0,0,True,True,0,1.0,0.5,0.0,False,490000.jpg,0.0,False,False,,0.0,0.0,38.0,2024-08-02,2001-05-31,False,p490000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,338,56,335,38,275,37,356,56,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,646,72,349,55,349,55,425,61,0.0,0.0,0.0
531,531,531,223827,17,56,Sunderland,SUN,2,DEF,Daniel,Ballard,Ballard,a,,,46,4.6,1,-1,1,-1,5.9,,,438964,27465,438964,27465,17,17,90,True,True,1,2.1,1.6,17.0,True,223827.jpg,17.0,False,False,,3.7,3.7,242.0,2022-07-01,1999-09-22,False,p223827,1,0,1,0,0,0,0,0,0,0,3,53,69.6,0.5,64.0,13.4,13,4,1,14,1,0.18,0.01,0.19,0.56,2,1,235,83,3,1,2,1,,,,,,,0.18,0.0,0.01,0.19,0.56,0.0,363,64,1,1,1,1,69,27,1.0,1.0,14.0
532,532,532,487676,17,56,Sunderland,SUN,2,DEF,Trai,Hume,Hume,a,,,45,4.5,0,0,0,0,0.3,,,9254,2398,9254,2398,6,6,90,True,True,0,1.9,1.4,6.0,False,487676.jpg,6.0,False,False,,1.3,1.3,242.0,2022-01-04,2002-03-18,False,p487676,0,0,1,0,0,0,0,0,0,0,0,27,15.2,15.8,2.0,3.3,4,3,2,6,1,0.00,0.09,0.09,0.56,104,45,63,17,156,47,103,29,,,4.0,,,,0.0,0.0,0.09,0.09,0.56,0.0,468,129,47,24,47,24,315,114,1.0,1.0,6.0
533,533,533,220684,17,56,Sunderland,SUN,2,DEF,Aji,Alese,Alese,i,Shoulder injury - Expected back 13 Sep,2025-07-21T10:00:05.007315Z,40,4.0,0,0,0,0,0.0,0.0,0.0,55,94,55,94,0,0,0,True,True,0,0.0,0.0,0.0,False,220684.jpg,0.0,False,False,,0.0,0.0,241.0,2022-07-15,2001-01-17,False,p220684,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,302,110,298,109,235,74,320,112,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,603,163,312,99,312,99,684,230,0.0,0.0,0.0
534,534,534,232820,17,56,Sunderland,SUN,2,DEF,Joe,Anderson,Anderson,a,,,40,4.0,0,0,0,0,0.5,,,2203,5034,2203,5034,0,0,0,True,True,0,1.0,0.5,0.0,False,232820.jpg,0.0,False,False,,0.0,0.0,241.0,2023-01-31,2001-02-06,False,p232820,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,306,113,302,112,239,77,324,115,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,607,166,316,102,316,102,249,92,0.0,0.0,0.0
535,535,535,461195,17,56,Sunderland,SUN,2,DEF,Dennis,Cirkin,Cirkin,i,Wrist Injury - Expected back 13 Sep,2025-07-21T10:00:05.027113Z,40,4.0,0,0,0,0,0.0,0.0,0.0,65,423,65,423,0,0,0,True,True,0,0.0,0.0,0.0,False,461195.jpg,0.0,False,False,,0.0,0.0,241.0,2021-08-11,2002-04-06,False,p461195,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,321,123,317,122,256,89,339,125,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,625,179,331,112,331,112,631,215,0.0,0.0,0.0
536,536,536,477547,17,56,Sunderland,SUN,2,DEF,Leo Fuhr,Hjelde,Hjelde,i,Achilles injury - Expected back 13 Sep,2025-07-21T10:00:05.047173Z,40,4.0,0,0,0,0,0.0,0.0,0.0,55,94,55,94,0,0,0,True,True,0,0.0,0.0,0.0,False,477547.jpg,0.0,False,False,,0.0,0.0,161.0,2024-01-30,2003-08-26,False,p477547,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,332,127,329,127,269,95,350,129,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,638,185,343,117,343,117,681,228,0.0,0.0,0.0
537,537,537,492066,17,56,Sunderland,SUN,2,DEF,Niall,Huggins,Huggins,a,,,40,4.0,0,0,0,0,0.2,,,618,2011,618,2011,0,0,0,True,True,0,1.0,0.5,0.0,False,492066.jpg,0.0,False,False,,0.0,0.0,244.0,2021-08-20,2000-12-18,False,p492066,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,339,129,336,129,276,97,357,131,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,647,189,350,119,350,119,372,134,0.0,0.0,0.0
538,538,538,514613,17,56,Sunderland,SUN,2,DEF,Zak,Johnson,Johnson,a,,,40,4.0,0,0,0,0,0.2,,,730,2202,730,2202,0,0,0,True,True,0,1.0,0.5,0.0,False,514613.jpg,0.0,False,False,,0.0,0.0,241.0,2021-10-12,2004-07-30,False,p514613,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,348,135,345,135,285,103,366,137,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,657,196,359,125,359,125,347,125,0.0,0.0,0.0
539,539,539,167512,17,56,Sunderland,SUN,2,DEF,Luke,O'Nien,O'Nien,i,Shoulder injury - Expected back 13 Sep,2025-07-21T10:00:05.068622Z,40,4.0,0,0,0,0,0.0,0.0,0.0,152,313,152,313,0,0,0,True,True,0,0.0,0.0,0.0,False,167512.jpg,0.0,False,False,,0.0,0.0,241.0,2018-07-30,1994-11-21,False,p167512,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,293,104,289,103,224,66,311,106,,,,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,592,155,303,93,303,93,632,216,0.0,0.0,0.0
540,540,540,465702,17,56,Sunderland,SUN,2,DEF,Timothée,Pembélé,Pembele,a,,,40,4.0,0,0,0,0,0.2,,,677,1919,677,1919,0,0,0,True,True,0,1.0,0.5,0.0,False,465702.jpg,0.0,False,False,,0.0,0.0,73.0,2023-09-01,2002-09-09,False,p465702,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,327,125,323,124,263,92,345,127,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,632,182,337,114,337,114,370,132,0.0,0.0,0.0
541,541,541,434399,17,56,Sunderland,SUN,2,DEF,Reinildo,Mandava,Reinildo,a,,,40,4.0,0,0,0,0,8.3,,,156148,37525,156148,37525,6,6,90,True,True,0,1.0,0.5,6.0,False,434399.jpg,6.0,False,False,,1.5,1.5,146.0,2025-07-08,1994-01-21,False,p434399,0,0,1,0,0,0,0,0,0,0,0,27,13.6,2.5,0.0,1.6,6,3,2,8,1,0.00,0.00,0.00,0.56,121,54,155,45,245,80,194,69,,,,,,,0.0,0.0,0.0,0.0,0.56,0.0,614,170,39,17,39,17,53,18,1.0,1.0,8.0
542,542,542,519634,17,56,Sunderland,SUN,2,DEF,Jenson,Seelt,Seelt,a,,2025-08-17T11:30:05.885642Z,40,4.0,0,0,0,0,0.3,100.0,,1395,3598,1395,3598,1,1,52,True,True,0,1.0,0.5,1.0,False,519634.jpg,1.0,False,False,,0.2,0.2,152.0,2023-07-01,2003-05-23,False,p519634,0,0,0,0,0,0,0,0,0,0,0,6,15.2,0.6,0.0,1.6,4,4,2,6,1,0.00,0.00,0.00,0.33,103,44,225,77,291,109,195,70,,,,,,,0.0,0.0,0.0,0.0,0.57,0.0,663,202,194,61,194,61,325,117,1.73,0.0,10.38
543,543,543,535818,17,56,Sunderland,SUN,3,MID,Simon,Adingra,Adingra,a,,,55,5.5,0,0,0,0,1.9,,,43598,17602,43598,17602,6,6,75,True,True,0,2.0,1.5,6.0,False,535818.jpg,6.0,False,False,,1.1,1.1,54.0,2025-07-10,2002-01-01,False,p535818,0,1,1,0,0,0,0,0,0,0,0,8,0.0,14.5,6.0,2.0,0,2,1,3,1,0.14,0.02,0.16,0.33,656,286,72,50,114,64,178,86,,,,,,,0.17,0.0,0.02,0.19,0.4,0.0,198,126,61,14,61,14,134,41,1.2,1.2,3.6
544,544,544,547027,17,56,Sunderland,SUN,3,MID,Habib,Diarra,Diarra,a,,,55,5.5,0,0,0,0,0.1,,,2289,1503,2289,1503,3,3,90,True,True,0,2.0,1.5,3.0,False,547027.jpg,3.0,False,False,,0.5,0.5,189.0,2025-07-01,2004-01-03,False,p547027,0,0,1,0,0,0,0,0,0,0,0,4,7.0,2.8,20.0,3.0,2,3,1,6,1,0.23,0.01,0.24,0.56,185,73,151,93,46,26,120,65,,,,,,,0.23,0.0,0.01,0.24,0.56,0.0,201,128,108,47,108,47,458,152,1.0,1.0,6.0
545,545,545,124165,17,56,Sunderland,SUN,3,MID,Patrick,Roberts,Roberts,a,,,54,5.4,-1,1,-1,1,0.0,,,133,934,133,934,0,0,0,True,True,0,2.0,1.5,0.0,False,124165.jpg,0.0,False,False,,0.0,0.0,241.0,2022-01-21,1997-02-05,False,p124165,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,617,260,621,264,602,252,627,264,4.0,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,210,132,625,265,625,265,605,248,0.0,0.0,0.0
546,546,546,626844,17,56,Sunderland,SUN,3,MID,Milan,Aleksić,Aleksić,a,,,50,5.0,0,0,0,0,0.0,,,140,628,140,628,0,0,0,True,True,0,1.5,1.0,0.0,False,626844.jpg,0.0,False,False,,0.0,0.0,190.0,2024-08-30,2005-08-30,False,p626844,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,612,258,616,262,597,250,622,262,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,358,228,620,263,620,263,599,243,0.0,0.0,0.0
547,547,547,484420,17,56,Sunderland,SUN,3,MID,Enzo,Le Fée,E.Le Fée,a,,,50,5.0,0,0,0,0,0.3,,,565,6048,565,6048,1,1,14,True,True,0,1.5,1.0,1.0,False,484420.jpg,1.0,False,False,,0.2,0.2,73.0,2025-07-01,2000-02-03,False,p484420,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.3,0.0,0.4,2,2,0,4,0,0.00,0.00,0.00,0.23,227,102,247,133,570,229,270,131,2.0,,2.0,,,,0.0,0.0,0.0,0.0,1.48,0.0,322,199,232,113,232,113,303,99,0.0,0.0,25.71
548,548,548,461199,17,56,Sunderland,SUN,3,MID,Romaine,Mundle,Mundle,i,Hamstring injury - Expected back 18 Oct,2025-08-10T23:30:07.214806Z,50,5.0,0,0,0,0,0.0,0.0,0.0,26,289,26,289,0,0,0,True,True,0,0.0,0.0,0.0,False,461199.jpg,0.0,False,False,,0.0,0.0,241.0,2024-02-01,2003-04-24,False,p461199,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,580,236,588,242,562,224,594,242,3.0,,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,308,190,591,243,591,243,677,298,0.0,0.0,0.0
549,549,549,223336,17,56,Sunderland,SUN,3,MID,Dan,Neil,Neil,a,,,50,5.0,0,0,0,0,0.0,,,77,575,77,575,0,0,0,True,True,0,1.5,1.0,0.0,False,223336.jpg,0.0,False,False,,0.0,0.0,241.0,2018-11-01,2001-12-13,False,p223336,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,563,224,571,232,542,213,579,232,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,278,173,575,233,575,233,602,246,0.0,0.0,0.0
550,550,550,215460,17,56,Sunderland,SUN,3,MID,Ian,Poveda-Ocampo,Poveda,a,,,50,5.0,0,0,0,0,0.0,,,36,421,36,421,0,0,0,True,True,0,1.5,1.0,0.0,False,215460.jpg,0.0,False,False,,0.0,0.0,48.0,2024-07-24,2000-02-09,False,p215460,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,559,223,567,231,538,212,575,231,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,273,172,571,232,571,232,627,268,0.0,0.0,0.0
551,551,551,554197,17,56,Sunderland,SUN,3,MID,Chris,Rigg,Rigg,a,,,50,5.0,0,0,0,0,0.1,,,145,905,145,905,1,1,1,True,True,0,1.5,1.0,1.0,False,554197.jpg,1.0,False,False,,0.2,0.2,241.0,2022-12-31,2007-06-18,False,p554197,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.03,603,251,607,255,587,242,613,255,,,,,,,0.0,0.0,0.0,0.0,2.7,0.0,348,220,235,116,235,116,553,214,0.0,0.0,0.0
552,552,552,577669,17,56,Sunderland,SUN,3,MID,Noah,Sadiki,Sadiki,a,,,50,5.0,0,0,0,0,0.1,,,806,507,806,507,3,3,90,True,True,0,1.5,1.0,3.0,False,577669.jpg,3.0,False,False,,0.6,0.6,50.0,2025-07-04,2004-12-17,False,p577669,0,0,1,0,0,0,0,0,0,0,0,6,11.0,3.8,0.0,1.5,5,2,2,9,1,0.00,0.01,0.01,0.56,147,52,136,84,591,245,208,96,,,,,,,0.0,0.0,0.01,0.01,0.56,0.0,352,223,103,42,103,42,571,224,1.0,1.0,9.0
553,553,553,549912,17,56,Sunderland,SUN,3,MID,Chemsdine,Talbi,Talbi,a,,,50,5.0,0,0,0,0,0.4,,,20979,5457,20979,5457,6,6,90,True,True,0,1.5,1.0,6.0,False,549912.jpg,6.0,False,False,,1.2,1.2,145.0,2025-07-09,2005-05-09,False,p549912,0,1,1,0,0,0,0,0,0,0,0,17,20.8,18.4,2.0,4.1,0,1,1,2,1,0.00,0.01,0.01,0.53,74,28,54,39,175,98,83,45,,,,,,,0.0,0.0,0.01,0.01,0.53,0.0,345,218,54,11,54,11,282,88,1.0,1.0,2.0
554,554,554,477851,17,56,Sunderland,SUN,3,MID,Abdoullah,Ba,Ba,a,,,45,4.5,0,0,0,0,0.3,,,1472,3376,1472,3376,0,0,0,True,True,0,1.0,0.5,0.0,False,477851.jpg,0.0,False,False,,0.0,0.0,73.0,2022-08-31,2003-07-31,False,p477851,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,447,151,450,161,406,134,464,160,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,464,251,461,164,461,164,335,113,0.0,0.0,0.0
555,555,555,171422,17,56,Sunderland,SUN,3,MID,Alan,Browne,Browne,a,,,45,4.5,0,0,0,0,0.1,,,746,1326,746,1326,0,0,0,True,True,0,1.0,0.5,0.0,False,171422.jpg,0.0,False,False,,0.0,0.0,104.0,2024-07-11,1995-04-15,False,p171422,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,406,135,405,145,352,116,424,144,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,396,233,418,148,418,148,487,165,0.0,0.0,0.0
556,556,556,458297,17,56,Sunderland,SUN,3,MID,Pierre,Ekwah Elimby,Ekwah,u,Has joined AS Saint-Etienne permanently.,2025-08-14T14:03:00.702056Z,45,4.5,0,0,0,0,0.0,0.0,0.0,0,636,0,636,0,0,0,True,False,0,0.0,0.0,0.0,False,458297.jpg,0.0,False,False,,0.0,0.0,73.0,2023-01-23,2002-01-15,False,p458297,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,442,146,444,156,398,129,459,155,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,455,246,456,159,456,159,647,279,0.0,0.0,0.0
557,557,557,547410,17,56,Sunderland,SUN,3,MID,Harrison,Jones,H.Jones,a,,,45,4.5,0,0,0,0,0.1,,,450,872,450,872,0,0,0,True,True,0,1.0,0.5,0.0,False,547410.jpg,0.0,False,False,,0.0,0.0,241.0,2024-01-01,2004-12-25,False,p547410,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,487,176,493,187,450,159,504,185,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,516,278,504,189,504,189,537,199,0.0,0.0,0.0
558,558,558,493837,17,56,Sunderland,SUN,3,MID,Jay,Matete,Matete,a,,,45,4.5,0,0,0,0,0.3,,,1914,3528,1914,3528,0,0,0,True,True,0,1.0,0.5,0.0,False,493837.jpg,0.0,False,False,,0.0,0.0,241.0,2022-01-31,2001-02-11,False,p493837,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,458,158,463,169,418,141,475,167,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,481,259,472,171,472,171,328,110,0.0,0.0,0.0
559,559,559,500696,17,56,Sunderland,SUN,3,MID,Nectarios,Triantis,Triantis,a,,,45,4.5,0,0,0,0,0.1,,,301,871,301,871,0,0,0,True,True,0,1.0,0.5,0.0,False,500696.jpg,0.0,False,False,,0.0,0.0,13.0,2023-07-01,2003-05-11,False,p500696,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,466,163,472,174,428,146,483,172,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,492,264,481,176,481,176,527,191,0.0,0.0,0.0
560,560,560,437505,17,56,Sunderland,SUN,4,FWD,Wilson,Isidor,Isidor,a,,,55,5.5,0,0,0,0,0.4,,,11857,4082,11857,4082,5,5,14,True,True,0,1.7,1.2,5.0,False,437505.jpg,5.0,False,False,,0.9,0.9,73.0,2025-02-01,2000-08-27,False,p437505,1,0,0,0,0,0,0,0,0,0,0,29,34.2,0.1,17.0,5.1,1,1,0,2,0,0.04,0.00,0.04,0.23,22,6,264,28,58,16,53,11,,,,,3.0,,0.26,0.0,0.0,0.26,1.48,0.0,167,38,73,9,73,9,285,49,0.0,0.0,12.86
561,561,561,564406,17,56,Sunderland,SUN,4,FWD,Eliezer,Mayenda Dossou,Mayenda,a,,,55,5.5,0,0,0,0,1.9,,,142457,23295,142457,23295,8,8,75,True,True,0,1.7,1.2,8.0,False,564406.jpg,8.0,False,False,,1.5,1.5,200.0,2023-07-28,2005-05-08,False,p564406,1,0,1,0,0,0,0,0,0,0,2,37,34.0,11.3,26.0,7.1,0,0,0,0,1,0.09,0.00,0.09,0.33,24,8,97,6,27,11,27,5,,,,,1.0,,0.11,0.0,0.0,0.11,0.4,0.0,203,43,30,5,30,5,131,25,1.2,1.2,0.0
562,562,562,611975,17,56,Sunderland,SUN,4,FWD,Ahmed,Abdullahi,Abdullahi,a,,,45,4.5,0,0,0,0,0.6,,,3089,6677,3089,6677,0,0,0,True,True,0,1.0,0.5,0.0,False,611975.jpg,0.0,False,False,,0.0,0.0,157.0,2024-08-31,2004-06-19,False,p611975,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,529,44,535,49,494,51,546,51,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,563,75,544,52,544,52,234,41,0.0,0.0,0.0
563,563,563,551153,17,56,Sunderland,SUN,4,FWD,Luís Hemir,Silva Semedo,Luís Hemir,a,,,45,4.5,0,0,0,0,0.2,,,1053,2287,1053,2287,0,0,0,True,True,0,1.0,0.5,0.0,False,551153.jpg,0.0,False,False,,0.0,0.0,173.0,2023-07-01,2003-08-11,False,p551153,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,492,33,498,38,456,40,509,40,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,523,64,509,42,509,42,381,58,0.0,0.0,0.0
564,564,564,440955,17,56,Sunderland,SUN,4,FWD,Nazarii,Rusyn,Rusyn,a,,,45,4.5,0,0,0,0,0.2,,,1390,2732,1390,2732,0,0,0,True,True,0,1.0,0.5,0.0,False,440955.jpg,0.0,False,False,,0.0,0.0,225.0,2023-09-01,1998-10-25,False,p440955,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,432,26,433,31,387,33,449,33,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,443,57,446,35,446,35,356,57,0.0,0.0,0.0
668,668,668,84450,17,56,Sunderland,SUN,3,MID,Granit,Xhaka,Xhaka,a,,,50,5.0,0,0,0,0,2.9,,,29592,25807,29592,25807,3,3,90,True,True,0,1.5,1.0,3.0,False,84450.jpg,3.0,False,False,,0.6,0.6,207.0,2025-07-30,1992-09-27,False,p84450,0,0,1,0,0,0,0,0,0,0,0,10,15.4,31.8,0.0,4.7,3,2,1,6,1,0.00,0.04,0.04,0.56,101,36,19,16,506,194,64,36,1.0,,1.0,,,,0.0,0.0,0.04,0.04,0.56,0.0,225,143,96,35,96,35,101,32,1.0,1.0,6.0
670,670,670,498016,17,56,Sunderland,SUN,1,GKP,Robin,Roefs,Roefs,a,,,45,4.5,0,0,0,0,1.0,,,59180,10581,59180,10581,8,8,90,True,True,0,2.3,1.8,8.0,False,498016.jpg,8.0,False,False,,1.8,1.8,152.0,2025-08-01,2003-01-17,False,p498016,0,0,1,0,0,0,0,0,0,4,1,31,30.0,0.0,0.0,3.0,3,10,0,0,1,0.00,0.00,0.00,0.56,36,3,467,64,423,63,115,4,,,,,,,0.0,4.0,0.0,0.0,0.56,0.0,487,33,25,4,25,4,184,24,1.0,1.0,0.0
678,678,678,105717,17,56,Sunderland,SUN,2,DEF,Arthur,Masuaku,Masuaku,a,,2025-08-11T13:51:46.232630Z,40,4.0,0,0,0,0,0.8,100.0,100.0,8048,5619,8048,5619,0,0,0,True,True,0,1.0,0.5,0.0,False,105717.jpg,0.0,False,False,,0.0,0.0,50.0,2025-08-10,1993-11-07,False,p105717,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,283,100,279,99,214,62,301,102,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,582,151,293,89,293,89,208,78,0.0,0.0,0.0
683,683,683,201895,17,56,Sunderland,SUN,2,DEF,Omar,Alderete,Alderete,a,,,40,4.0,0,0,0,0,1.3,,,31472,10372,31472,10372,4,4,37,True,True,0,1.0,0.5,4.0,False,201895.jpg,4.0,False,False,,1.0,1.0,168.0,2025-08-12,1996-12-26,False,p201895,0,1,0,0,0,0,0,0,0,0,0,16,30.0,14.4,0.0,4.4,4,1,1,5,0,0.00,0.12,0.12,0.23,35,12,74,20,229,70,73,17,,,,,,,0.0,0.0,0.29,0.29,0.56,0.0,597,159,79,36,79,36,164,62,0.0,0.0,12.16
694,694,694,200834,17,56,Sunderland,SUN,2,DEF,Nordi,Mukiele,Mukiele,a,,,40,4.0,0,0,0,0,0.3,,,11435,1962,11435,1962,0,0,0,True,True,0,1.0,0.5,0.0,False,200834.jpg,0.0,False,False,,0.0,0.0,73.0,2025-08-17,1997-11-01,False,p200834,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,297,107,293,106,228,69,315,109,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,596,158,307,96,307,96,327,118,0.0,0.0,0.0
565,565,565,184254,18,6,Spurs,TOT,1,GKP,Guglielmo,Vicario,Vicario,a,,,50,5.0,0,0,0,0,4.3,,,32616,45065,32616,45065,9,9,90,True,True,0,2.6,3.6,9.0,False,184254.jpg,9.0,False,False,,1.8,1.8,106.0,2023-07-01,1996-10-07,False,p184254,0,0,1,0,0,0,0,0,0,4,2,36,30.0,0.0,0.0,3.0,1,7,0,0,1,0.00,0.00,0.00,0.94,37,4,556,72,526,72,117,5,,,,,,,0.0,4.0,0.0,0.0,0.94,0.0,251,11,17,3,17,3,78,10,1.0,1.0,0.0
566,566,566,214572,18,6,Spurs,TOT,1,GKP,Brandon,Austin,Austin,a,,,40,4.0,0,0,0,0,0.3,,,672,1707,672,1707,0,0,0,True,True,0,0.5,1.5,0.0,False,214572.jpg,0.0,False,False,,0.0,0.0,241.0,2017-07-22,1999-01-08,False,p214572,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,300,38,296,20,233,19,318,38,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601,54,310,37,310,37,316,47,0.0,0.0,0.0
