element,id,web_name,name,first_name,second_name,position,team,team_name,team_short,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,now_cost,price_m,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_next_round,chance_of_playing_this_round,birth_date,can_select,can_transact,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event_fall,cost_change_start_fall,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,expected_goals_per_90,form,form_rank,form_rank_type,goals_conceded_per_90,has_temporary_code,ict_index_rank,ict_index_rank_type,in_dreamteam,influence_rank,influence_rank_type,news,news_added,now_cost_rank,now_cost_rank_type,opta_code,penalties_order,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,region,removed,saves_per_90,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,tackles,team_code,team_join_date,threat_rank,threat_rank_type,transfers_in,transfers_out,value_form,value_season
693,693,Hutchinson,Omari Hutchinson,Omari,Hutchinson,MID,16,Nott'm Forest,NFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,5.5,0,0,602,156,0.0,a,,,2003-10-30,True,True,0.0,0,503301,,,0,0,663,288,0,0.0,,,0,3,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,662,288,0.0,False,665,288,False,654,284,,,193,121,p503301,,,503301.jpg,0.0,662,288,0,241.0,False,0.0,663,289,False,,0,0.0,0,17,2025-08-16,654,281,602,156,0.0,0.0
696,696,Kalimuendo,Arnaud Kalimuendo,Arnaud,Kalimuendo,FWD,16,Nott'm Forest,NFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,6.0,0,0,681,139,0.0,a,,,2002-01-20,True,True,0.0,0,465680,,,0,0,677,69,0,0.0,,,0,4,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,674,69,0.0,False,676,69,False,668,64,,,101,27,p465680,,,465680.jpg,0.0,674,69,0,73.0,False,0.0,652,74,False,,0,0.0,0,17,2025-08-18,674,69,681,139,0.0,0.0
252,252,Marc Guiu,Marc Guiu Paz,Marc,Guiu Paz,FWD,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,102892,121277,19.5,a,100.0,100.0,2006-01-04,True,True,0.0,0,499309,,,0,0,469,33,0,0.0,,,0,4,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,478,37,0.0,False,480,35,False,463,28,,2025-08-11T10:30:07.368326Z,489,59,p499309,,,499309.jpg,0.0,478,37,0,200.0,False,0.0,25,7,False,,0,0.0,0,56,2025-08-06,425,35,102892,121277,0.0,0.0
528,528,Patterson,Anthony Patterson,Anthony,Patterson,GKP,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,2282,5639,0.3,a,,,2000-05-10,True,True,0.0,0,232571,,,0,0,421,58,0,0.0,,,0,1,2.3,1.8,0,0.0,0.0,0.0,0.0,0.0,434,72,0.0,False,438,72,False,421,72,,,426,27,p232571,,,232571.jpg,0.0,434,72,0,241.0,False,0.0,302,46,False,,0,0.0,0,56,2018-10-09,373,57,2282,5639,0.0,0.0
529,529,Moore,Simon Moore,Simon,Moore,GKP,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,1907,2805,0.5,a,,,1990-05-19,True,True,0.0,0,74854,,,0,0,272,6,0,0.0,,,0,1,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,286,23,0.0,False,294,24,False,276,24,,,575,40,p74854,,,74854.jpg,0.0,286,23,0,241.0,False,0.0,245,34,False,,0,0.0,0,56,2024-07-01,207,5,1907,2805,0.0,0.0
530,530,Nna Noukeu,Blondy Nna Noukeu,Blondy,Nna Noukeu,GKP,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,329,847,0.2,a,,,2001-05-31,True,True,0.0,0,490000,,,0,0,335,38,0,0.0,,,0,1,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,349,55,0.0,False,356,56,False,338,56,,,646,72,p490000,,,490000.jpg,0.0,349,55,0,38.0,False,0.0,425,61,False,,0,0.0,0,56,2024-08-02,275,37,329,847,0.0,0.0
531,531,Ballard,Daniel Ballard,Daniel,Ballard,DEF,17,Sunderland,SUN,90,17,1,0,1,0,0,0,0,0,0,0,3,53,69.6,0.5,64.0,13.4,0.18,0.01,0.19,0.56,46,4.6,1,1,446870,27997,6.0,a,,,1999-09-22,True,True,1.0,13,223827,,,-1,-1,235,83,14,14.0,,,1,2,2.1,1.6,17,0.01,0.19,0.56,0.18,17.0,1,1,0.0,False,2,1,True,2,1,,,363,64,p223827,,,223827.jpg,17.0,1,1,4,242.0,False,0.0,68,26,False,,1,1.0,1,56,2022-07-01,3,1,446870,27997,3.7,3.7
532,532,Hume,Trai Hume,Trai,Hume,DEF,17,Sunderland,SUN,90,6,0,0,1,0,0,0,0,0,0,0,0,27,15.2,15.8,2.0,3.3,0.0,0.09,0.09,0.56,45,4.5,0,0,9474,2437,0.3,a,,,2002-03-18,True,True,1.0,4,487676,,,0,0,63,17,6,6.0,4.0,,0,2,1.9,1.4,6,0.09,0.09,0.56,0.0,6.0,47,24,0.0,False,103,29,False,104,45,,,468,129,p487676,,,487676.jpg,6.0,47,24,3,242.0,False,0.0,311,114,False,,1,1.0,2,56,2022-01-04,156,47,9474,2437,1.3,1.3
533,533,Alese,Aji Alese,Aji,Alese,DEF,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,57,97,0.0,i,0.0,0.0,2001-01-17,True,True,0.0,0,220684,,,0,0,298,109,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,312,99,0.0,False,320,112,False,302,110,Shoulder injury - Expected back 13 Sep,2025-07-21T10:00:05.007315Z,603,163,p220684,,,220684.jpg,0.0,312,99,0,241.0,False,0.0,684,230,False,,0,0.0,0,56,2022-07-15,235,74,57,97,0.0,0.0
534,534,Anderson,Joe Anderson,Joe,Anderson,DEF,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,2228,5118,0.5,a,,,2001-02-06,True,True,0.0,0,232820,,,0,0,302,112,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,316,102,0.0,False,324,115,False,306,113,,,607,166,p232820,,,232820.jpg,0.0,316,102,0,241.0,False,0.0,249,92,False,,0,0.0,0,56,2023-01-31,239,77,2228,5118,0.0,0.0
535,535,Cirkin,Dennis Cirkin,Dennis,Cirkin,DEF,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,68,434,0.0,i,0.0,0.0,2002-04-06,True,True,0.0,0,461195,,,0,0,317,122,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,331,112,0.0,False,339,125,False,321,123,Wrist Injury - Expected back 13 Sep,2025-07-21T10:00:05.027113Z,625,179,p461195,,,461195.jpg,0.0,331,112,0,241.0,False,0.0,631,215,False,,0,0.0,0,56,2021-08-11,256,89,68,434,0.0,0.0
536,536,Hjelde,Leo Fuhr Hjelde,Leo Fuhr,Hjelde,DEF,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,58,97,0.0,i,0.0,0.0,2003-08-26,True,True,0.0,0,477547,,,0,0,329,127,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,343,117,0.0,False,350,129,False,332,127,Achilles injury - Expected back 13 Sep,2025-07-21T10:00:05.047173Z,638,185,p477547,,,477547.jpg,0.0,343,117,0,161.0,False,0.0,681,228,False,,0,0.0,0,56,2024-01-30,269,95,58,97,0.0,0.0
537,537,Huggins,Niall Huggins,Niall,Huggins,DEF,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,624,2036,0.2,a,,,2000-12-18,True,True,0.0,0,492066,,,0,0,336,129,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,350,119,0.0,False,357,131,False,339,129,,,647,189,p492066,,,492066.jpg,0.0,350,119,0,244.0,False,0.0,373,135,False,,0,0.0,0,56,2021-08-20,276,97,624,2036,0.0,0.0
538,538,Johnson,Zak Johnson,Zak,Johnson,DEF,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,740,2236,0.2,a,,,2004-07-30,True,True,0.0,0,514613,,,0,0,345,135,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,359,125,0.0,False,366,137,False,348,135,,,657,196,p514613,,,514613.jpg,0.0,359,125,0,241.0,False,0.0,347,125,False,,0,0.0,0,56,2021-10-12,285,103,740,2236,0.0,0.0
539,539,O'Nien,Luke O'Nien,Luke,O'Nien,DEF,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,154,317,0.0,i,0.0,0.0,1994-11-21,True,True,0.0,0,167512,,,0,0,289,103,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,303,93,0.0,False,311,106,False,293,104,Shoulder injury - Expected back 13 Sep,2025-07-21T10:00:05.068622Z,592,155,p167512,4.0,,167512.jpg,0.0,303,93,0,241.0,False,0.0,632,216,False,,0,0.0,0,56,2018-07-30,224,66,154,317,0.0,0.0
540,540,Pembele,Timothée Pembélé,Timothée,Pembélé,DEF,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,683,1950,0.2,a,,,2002-09-09,True,True,0.0,0,465702,,,0,0,323,124,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,337,114,0.0,False,345,127,False,327,125,,,632,182,p465702,,,465702.jpg,0.0,337,114,0,73.0,False,0.0,372,134,False,,0,0.0,0,56,2023-09-01,263,92,683,1950,0.0,0.0
541,541,Reinildo,Reinildo Mandava,Reinildo,Mandava,DEF,17,Sunderland,SUN,90,6,0,0,1,0,0,0,0,0,0,0,0,27,13.6,2.5,0.0,1.6,0.0,0.0,0.0,0.56,40,4.0,0,0,158652,38156,8.3,a,,,1994-01-21,True,True,1.0,6,434399,,,0,0,155,45,8,8.0,,,0,2,1.0,0.5,6,0.0,0.0,0.56,0.0,6.0,39,17,0.0,False,194,69,False,121,54,,,614,170,p434399,,,434399.jpg,6.0,39,17,3,146.0,False,0.0,52,18,False,,1,1.0,2,56,2025-07-08,245,80,158652,38156,1.5,1.5
542,542,Seelt,Jenson Seelt,Jenson,Seelt,DEF,17,Sunderland,SUN,52,1,0,0,0,0,0,0,0,0,0,0,0,6,15.2,0.6,0.0,1.6,0.0,0.0,0.0,0.33,40,4.0,0,0,1429,3635,0.3,a,100.0,,2003-05-23,True,True,0.0,4,519634,,,0,0,225,77,6,10.38,,,0,2,1.0,0.5,1,0.0,0.0,0.57,0.0,1.0,194,61,0.0,False,195,70,False,103,44,,2025-08-17T11:30:05.885642Z,663,202,p519634,,,519634.jpg,1.0,194,61,4,152.0,False,0.0,326,118,False,,1,1.73,2,56,2023-07-01,291,109,1429,3635,0.2,0.2
543,543,Adingra,Simon Adingra,Simon,Adingra,MID,17,Sunderland,SUN,75,6,0,1,1,0,0,0,0,0,0,0,0,8,0.0,14.5,6.0,2.0,0.14,0.02,0.16,0.33,55,5.5,0,0,44517,17931,1.9,a,,,2002-01-01,True,True,1.2,0,535818,,,0,0,72,50,3,3.6,,,0,3,2.0,1.5,6,0.02,0.19,0.4,0.17,6.0,61,14,0.0,False,178,86,False,656,286,,,198,126,p535818,,,535818.jpg,6.0,61,14,2,54.0,False,0.0,132,40,False,,1,1.2,1,56,2025-07-10,114,64,44517,17931,1.1,1.1
544,544,Diarra,Habib Diarra,Habib,Diarra,MID,17,Sunderland,SUN,90,3,0,0,1,0,0,0,0,0,0,0,0,4,7.0,2.8,20.0,3.0,0.23,0.01,0.24,0.56,55,5.5,0,0,2323,1531,0.1,a,,,2004-01-03,True,True,1.0,2,547027,,,0,0,151,93,6,6.0,,,0,3,2.0,1.5,3,0.01,0.24,0.56,0.23,3.0,108,47,0.0,False,120,65,False,185,73,,,201,128,p547027,,,547027.jpg,3.0,108,47,3,189.0,False,0.0,457,152,False,,1,1.0,1,56,2025-07-01,46,26,2323,1531,0.5,0.5
545,545,Roberts,Patrick Roberts,Patrick,Roberts,MID,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,5.4,-1,-1,141,943,0.0,a,,,1997-02-05,True,True,0.0,0,124165,4.0,,1,1,621,264,0,0.0,,,0,3,2.0,1.5,0,0.0,0.0,0.0,0.0,0.0,625,265,0.0,False,627,264,False,617,260,,,210,132,p124165,2.0,,124165.jpg,0.0,625,265,0,241.0,False,0.0,605,248,False,,0,0.0,0,56,2022-01-21,602,252,141,943,0.0,0.0
546,546,Aleksić,Milan Aleksić,Milan,Aleksić,MID,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,141,642,0.0,a,,,2005-08-30,True,True,0.0,0,626844,,,0,0,616,262,0,0.0,,,0,3,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0,620,263,0.0,False,622,262,False,612,258,,,358,228,p626844,,,626844.jpg,0.0,620,263,0,190.0,False,0.0,599,243,False,,0,0.0,0,56,2024-08-30,597,250,141,642,0.0,0.0
547,547,E.Le Fée,Enzo Le Fée,Enzo,Le Fée,MID,17,Sunderland,SUN,14,1,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.3,0.0,0.4,0.0,0.0,0.0,0.23,50,5.0,0,0,568,6113,0.3,a,,,2000-02-03,True,True,0.0,2,484420,2.0,,0,0,247,133,4,25.71,2.0,,0,3,1.5,1.0,1,0.0,0.0,1.48,0.0,1.0,232,113,0.0,False,270,131,False,227,102,,,322,199,p484420,,,484420.jpg,1.0,232,113,2,73.0,False,0.0,303,99,False,,0,0.0,0,56,2025-07-01,570,229,568,6113,0.2,0.2
548,548,Mundle,Romaine Mundle,Romaine,Mundle,MID,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,26,293,0.0,i,0.0,0.0,2003-04-24,True,True,0.0,0,461199,3.0,,0,0,588,242,0,0.0,3.0,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,591,243,0.0,False,594,242,False,580,236,Hamstring injury - Expected back 18 Oct,2025-08-10T23:30:07.214806Z,308,190,p461199,,,461199.jpg,0.0,591,243,0,241.0,False,0.0,677,298,False,,0,0.0,0,56,2024-02-01,562,224,26,293,0.0,0.0
549,549,Neil,Dan Neil,Dan,Neil,MID,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,77,589,0.0,a,,,2001-12-13,True,True,0.0,0,223336,,,0,0,571,232,0,0.0,,,0,3,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0,575,233,0.0,False,579,232,False,563,224,,,278,173,p223336,,,223336.jpg,0.0,575,233,0,241.0,False,0.0,602,246,False,,0,0.0,0,56,2018-11-01,542,213,77,589,0.0,0.0
550,550,Poveda,Ian Poveda-Ocampo,Ian,Poveda-Ocampo,MID,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,36,432,0.0,a,,,2000-02-09,True,True,0.0,0,215460,,,0,0,567,231,0,0.0,,,0,3,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0,571,232,0.0,False,575,231,False,559,223,,,273,172,p215460,,,215460.jpg,0.0,571,232,0,48.0,False,0.0,627,268,False,,0,0.0,0,56,2024-07-24,538,212,36,432,0.0,0.0
551,551,Rigg,Chris Rigg,Chris,Rigg,MID,17,Sunderland,SUN,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,50,5.0,0,0,147,919,0.1,a,,,2007-06-18,True,True,0.0,0,554197,,,0,0,607,255,0,0.0,,,0,3,1.5,1.0,1,0.0,0.0,2.7,0.0,1.0,235,116,0.0,False,613,255,False,603,251,,,348,220,p554197,,,554197.jpg,1.0,235,116,0,241.0,False,0.0,553,214,False,,0,0.0,0,56,2022-12-31,587,242,147,919,0.2,0.2
552,552,Sadiki,Noah Sadiki,Noah,Sadiki,MID,17,Sunderland,SUN,90,3,0,0,1,0,0,0,0,0,0,0,0,6,11.0,3.8,0.0,1.5,0.0,0.01,0.01,0.56,50,5.0,0,0,822,516,0.1,a,,,2004-12-17,True,True,1.0,5,577669,,,0,0,136,84,9,9.0,,,0,3,1.5,1.0,3,0.01,0.01,0.56,0.0,3.0,103,42,0.0,False,208,96,False,147,52,,,352,223,p577669,,,577669.jpg,3.0,103,42,2,50.0,False,0.0,570,224,False,,1,1.0,2,56,2025-07-04,591,245,822,516,0.6,0.6
553,553,Talbi,Chemsdine Talbi,Chemsdine,Talbi,MID,17,Sunderland,SUN,90,6,0,1,1,0,0,0,0,0,0,0,0,17,20.8,18.4,2.0,4.1,0.0,0.01,0.01,0.53,50,5.0,0,0,21402,5558,0.4,a,,,2005-05-09,True,True,1.0,0,549912,,,0,0,54,39,2,2.0,,,0,3,1.5,1.0,6,0.01,0.01,0.53,0.0,6.0,54,11,0.0,False,83,45,False,74,28,,,345,218,p549912,,,549912.jpg,6.0,54,11,1,145.0,False,0.0,280,87,False,,1,1.0,1,56,2025-07-09,175,98,21402,5558,1.2,1.2
554,554,Ba,Abdoullah Ba,Abdoullah,Ba,MID,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,1492,3428,0.3,a,,,2003-07-31,True,True,0.0,0,477851,,,0,0,450,161,0,0.0,,,0,3,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,461,164,0.0,False,464,160,False,447,151,,,464,251,p477851,,,477851.jpg,0.0,461,164,0,73.0,False,0.0,334,112,False,,0,0.0,0,56,2022-08-31,406,134,1492,3428,0.0,0.0
555,555,Browne,Alan Browne,Alan,Browne,MID,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,754,1346,0.1,a,,,1995-04-15,True,True,0.0,0,171422,,,0,0,405,145,0,0.0,,,0,3,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,418,148,0.0,False,424,144,False,406,135,,,396,233,p171422,,,171422.jpg,0.0,418,148,0,104.0,False,0.0,487,165,False,,0,0.0,0,56,2024-07-11,352,116,754,1346,0.0,0.0
556,556,Ekwah,Pierre Ekwah Elimby,Pierre,Ekwah Elimby,MID,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,0,641,0.0,u,0.0,0.0,2002-01-15,False,True,0.0,0,458297,,,0,0,444,156,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,456,159,0.0,False,459,155,False,442,146,Has joined AS Saint-Etienne permanently.,2025-08-14T14:03:00.702056Z,455,246,p458297,,,458297.jpg,0.0,456,159,0,73.0,False,0.0,647,279,False,,0,0.0,0,56,2023-01-23,398,129,0,641,0.0,0.0
557,557,H.Jones,Harrison Jones,Harrison,Jones,MID,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,455,888,0.1,a,,,2004-12-25,True,True,0.0,0,547410,,,0,0,493,187,0,0.0,,,0,3,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,504,189,0.0,False,504,185,False,487,176,,,516,278,p547410,,,547410.jpg,0.0,504,189,0,241.0,False,0.0,537,199,False,,0,0.0,0,56,2024-01-01,450,159,455,888,0.0,0.0
558,558,Matete,Jay Matete,Jay,Matete,MID,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,1941,3569,0.3,a,,,2001-02-11,True,True,0.0,0,493837,,,0,0,463,169,0,0.0,,,0,3,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,472,171,0.0,False,475,167,False,458,158,,,481,259,p493837,,,493837.jpg,0.0,472,171,0,241.0,False,0.0,328,110,False,,0,0.0,0,56,2022-01-31,418,141,1941,3569,0.0,0.0
559,559,Triantis,Nectarios Triantis,Nectarios,Triantis,MID,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,306,883,0.1,a,,,2003-05-11,True,True,0.0,0,500696,,,0,0,472,174,0,0.0,,,0,3,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,481,176,0.0,False,483,172,False,466,163,,,492,264,p500696,,,500696.jpg,0.0,481,176,0,13.0,False,0.0,527,191,False,,0,0.0,0,56,2023-07-01,428,146,306,883,0.0,0.0
560,560,Isidor,Wilson Isidor,Wilson,Isidor,FWD,17,Sunderland,SUN,14,5,1,0,0,0,0,0,0,0,0,0,0,29,34.2,0.1,17.0,5.1,0.04,0.0,0.04,0.23,55,5.5,0,0,12030,4143,0.4,a,,,2000-08-27,True,True,0.0,1,437505,,,0,0,264,28,2,12.86,,,0,4,1.7,1.2,5,0.0,0.26,1.48,0.26,5.0,73,9,0.0,False,53,11,False,22,6,,,167,38,p437505,3.0,,437505.jpg,5.0,73,9,1,73.0,False,0.0,285,49,False,,0,0.0,0,56,2025-02-01,58,16,12030,4143,0.9,0.9
561,561,Mayenda,Eliezer Mayenda Dossou,Eliezer,Mayenda Dossou,FWD,17,Sunderland,SUN,75,8,1,0,1,0,0,0,0,0,0,0,2,37,34.0,11.3,26.0,7.1,0.09,0.0,0.09,0.33,55,5.5,0,0,145419,23772,1.9,a,,,2005-05-08,True,True,1.2,0,564406,,,0,0,97,6,0,0.0,,,0,4,1.7,1.2,8,0.0,0.11,0.4,0.11,8.0,30,5,0.0,False,27,5,False,24,8,,,203,43,p564406,1.0,,564406.jpg,8.0,30,5,0,200.0,False,0.0,128,24,False,,1,1.2,0,56,2023-07-28,27,11,145419,23772,1.5,1.5
562,562,Abdullahi,Ahmed Abdullahi,Ahmed,Abdullahi,FWD,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,3123,6767,0.6,a,,,2004-06-19,True,True,0.0,0,611975,,,0,0,535,49,0,0.0,,,0,4,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,544,52,0.0,False,546,51,False,529,44,,,563,75,p611975,,,611975.jpg,0.0,544,52,0,157.0,False,0.0,234,41,False,,0,0.0,0,56,2024-08-31,494,51,3123,6767,0.0,0.0
563,563,Luís Hemir,Luís Hemir Silva Semedo,Luís Hemir,Silva Semedo,FWD,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,1062,2316,0.2,a,,,2003-08-11,True,True,0.0,0,551153,,,0,0,498,38,0,0.0,,,0,4,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,509,42,0.0,False,509,40,False,492,33,,,523,64,p551153,,,551153.jpg,0.0,509,42,0,173.0,False,0.0,381,58,False,,0,0.0,0,56,2023-07-01,456,40,1062,2316,0.0,0.0
564,564,Rusyn,Nazarii Rusyn,Nazarii,Rusyn,FWD,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,1407,2771,0.2,a,,,1998-10-25,True,True,0.0,0,440955,,,0,0,433,31,0,0.0,,,0,4,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,446,35,0.0,False,449,33,False,432,26,,,443,57,p440955,,,440955.jpg,0.0,446,35,0,225.0,False,0.0,356,57,False,,0,0.0,0,56,2023-09-01,387,33,1407,2771,0.0,0.0
668,668,Xhaka,Granit Xhaka,Granit,Xhaka,MID,17,Sunderland,SUN,90,3,0,0,1,0,0,0,0,0,0,0,0,10,15.4,31.8,0.0,4.7,0.0,0.04,0.04,0.56,50,5.0,0,0,29991,26180,2.9,a,,,1992-09-27,True,True,1.0,3,84450,1.0,,0,0,19,16,6,6.0,1.0,,0,3,1.5,1.0,3,0.04,0.04,0.56,0.0,3.0,96,35,0.0,False,64,36,False,101,36,,,225,143,p84450,,,84450.jpg,3.0,96,35,2,207.0,False,0.0,101,32,False,,1,1.0,1,56,2025-07-30,506,194,29991,26180,0.6,0.6
670,670,Roefs,Robin Roefs,Robin,Roefs,GKP,17,Sunderland,SUN,90,8,0,0,1,0,0,0,0,0,0,4,1,31,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.56,45,4.5,0,0,60226,10796,1.1,a,,,2003-01-17,True,True,1.0,3,498016,,,0,0,467,64,0,0.0,,,0,1,2.3,1.8,8,0.0,0.0,0.56,0.0,8.0,25,4,0.0,False,115,4,False,36,3,,,487,33,p498016,,,498016.jpg,8.0,25,4,10,152.0,False,4.0,182,24,False,,1,1.0,0,56,2025-08-01,423,63,60226,10796,1.8,1.8
678,678,Masuaku,Arthur Masuaku,Arthur,Masuaku,DEF,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,8113,5710,0.8,a,100.0,100.0,1993-11-07,True,True,0.0,0,105717,,,0,0,279,99,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,293,89,0.0,False,301,102,False,283,100,,2025-08-11T13:51:46.232630Z,582,151,p105717,,,105717.jpg,0.0,293,89,0,50.0,False,0.0,208,78,False,,0,0.0,0,56,2025-08-10,214,62,8113,5710,0.0,0.0
